"payment_id";"loan_id";"payment_date";"payment_amount"
3960;33097;"2023-10-28";61320.66
3961;35992;"2025-07-03";15487.98
3962;4551;"2025-10-31";11027.48
3963;8006;"2021-03-09";74054.94
3964;42374;"2023-02-03";2612.88
3965;23469;"2021-05-25";70570.7
3966;12694;"2024-08-22";2015.61
3967;34565;"2023-08-10";60532.75
3968;21380;"2023-07-10";6259.86
3969;43951;"2024-07-07";75253.47
3970;2249;"2021-07-22";67067.11
3971;26404;"2023-12-06";32188.35
3972;9947;"2022-02-05";65671.22
3973;31580;"2021-04-04";43735.15
3974;48333;"2023-11-02";83593.37
3975;21926;"2021-05-31";8211.9
3976;48310;"2021-07-18";48345.03
3977;44122;"2021-09-21";26147.34
3978;20517;"2025-02-23";25955.5
3979;13090;"2025-02-27";15582.3
3980;5720;"2022-08-26";74211.19
3981;60;"2024-05-30";21659.45
3982;45508;"2025-03-10";85371.7
3983;21784;"2024-01-15";85355.17
3984;23691;"2021-05-07";60709.48
3985;24807;"2021-10-30";42840.01
3986;39652;"2024-10-30";97166.05
3987;48203;"2025-10-14";38824.28
3988;38922;"2024-04-27";51964.24
3989;34790;"2022-03-18";67379.31
3990;26596;"2022-07-25";7438.86
3991;32085;"2023-09-28";14438.73
3992;47815;"2021-09-17";19863.83
3993;22955;"2021-08-20";66175.58
3994;1316;"2024-08-25";23217.35
3995;47493;"2023-01-16";65255.0
3996;37123;"2023-09-12";65242.21
3997;13651;"2023-08-27";79457.22
3998;45599;"2021-02-12";91392.3
3999;16199;"2025-03-17";5951.8
4000;2620;"2024-05-17";87787.13
4001;19300;"2025-07-02";1088.43
4002;10863;"2021-07-15";44186.05
4003;40643;"2023-07-24";35865.45
4004;27100;"2023-08-27";89396.39
4005;21401;"2025-09-09";90651.39
4006;49352;"2023-09-23";11536.61
4007;41923;"2024-01-12";34192.04
4008;1296;"2025-06-30";34304.05
4009;48488;"2022-04-23";26868.28
4010;5250;"2024-07-22";80700.35
4011;21903;"2025-05-13";71701.29
4012;30619;"2024-12-06";94364.91
4013;45514;"2024-10-18";13518.5
4014;18299;"2021-03-20";27888.7
4015;27161;"2023-03-07";73686.93
4016;43914;"2024-12-24";2564.03
4017;17420;"2021-08-07";50709.67
4018;2588;"2023-07-13";61954.18
4019;35129;"2021-01-02";24390.49
4020;24820;"2023-09-01";20845.21
4021;3861;"2024-05-18";13392.99
4022;687;"2023-01-27";45663.3
4023;1347;"2025-07-08";3829.02
4024;37909;"2022-07-05";7021.89
4025;45322;"2022-03-10";96692.83
4026;29049;"2024-06-16";75932.38
4027;10153;"2022-07-29";69786.13
4028;44933;"2021-12-12";23449.16
4029;38490;"2025-02-15";58425.51
4030;38164;"2024-06-04";61899.65
4031;36599;"2024-09-18";7326.09
4032;37203;"2021-04-29";8652.23
4033;27339;"2022-05-30";53286.62
4034;24661;"2021-01-08";94544.81
4035;20780;"2021-05-25";63291.61
4036;38956;"2025-02-14";77278.3
4037;46284;"2022-08-19";57452.32
4038;25617;"2021-09-08";72023.65
4039;2451;"2022-01-26";30098.51
4040;34395;"2022-05-27";55693.54
4041;8639;"2025-12-02";22171.07
4042;46699;"2024-01-14";22493.72
4043;37793;"2025-10-20";12180.77
4044;12796;"2025-03-10";85065.75
4045;45377;"2025-02-09";86401.98
4046;1073;"2022-08-14";50190.95
4047;43498;"2022-02-23";58397.41
4048;11702;"2025-10-02";25140.43
4049;8000;"2024-01-15";87863.79
4050;16305;"2021-07-06";90966.53
4051;18892;"2023-03-04";84166.3
4052;30372;"2023-07-09";5467.99
4053;7156;"2025-09-25";98419.95
4054;42076;"2024-04-13";5802.42
4055;42651;"2023-11-20";24445.31
4056;42552;"2021-09-25";19257.87
4057;16448;"2024-10-01";71689.4
4058;4570;"2021-07-22";85393.42
4059;12187;"2022-12-22";43767.01
4060;3216;"2023-02-24";16527.91
4061;10515;"2023-06-30";95493.52
4062;40398;"2021-11-12";78756.08
4063;38381;"2024-05-22";36605.65
4064;10580;"2023-02-09";99402.34
4065;24917;"2021-09-07";3609.87
4066;1115;"2023-01-13";97432.12
4067;33573;"2025-11-16";14819.54
4068;39267;"2025-07-30";6648.48
4069;48901;"2024-06-27";40997.44
4070;40675;"2024-08-01";4792.83
4071;25258;"2022-02-14";44573.31
4072;34979;"2023-01-20";35612.74
4073;41233;"2021-05-30";40434.8
4074;44512;"2022-01-29";85298.13
4075;48244;"2023-03-16";59421.0
4076;28974;"2024-03-10";23496.36
4077;47081;"2020-12-14";62346.3
4078;21803;"2022-12-15";72745.74
4079;12627;"2025-06-17";46139.55
4080;20437;"2023-06-01";88914.99
4081;26158;"2023-11-30";78785.72
4082;44546;"2023-07-25";85159.8
4083;16452;"2023-03-25";19210.09
4084;15278;"2025-05-04";90716.35
4085;46272;"2024-12-17";82297.0
4086;24532;"2023-07-14";30495.74
4087;15974;"2025-02-10";6818.22
4088;47620;"2021-10-12";54158.25
4089;13710;"2023-12-05";37623.33
4090;47247;"2022-01-05";53868.56
4091;28971;"2022-03-19";94700.6
4092;34819;"2022-12-26";87682.5
4093;26791;"2022-08-17";61335.87
4094;30638;"2025-10-05";9136.21
4095;10067;"2022-02-17";9409.7
4096;34263;"2024-08-01";55858.64
4097;32685;"2024-06-13";95999.79
4098;3728;"2022-11-06";35009.13
4099;20774;"2025-04-15";10594.41
4100;18095;"2023-06-01";13737.28
4101;44174;"2023-03-21";84513.02
4102;30157;"2022-05-04";30153.11
4103;22339;"2025-10-07";84890.94
4104;28371;"2022-02-14";98230.65
4105;30697;"2023-05-09";93949.71
4106;30047;"2021-10-21";72573.14
4107;34325;"2021-02-28";47791.5
4108;49062;"2021-09-17";72774.28
4109;35779;"2024-03-03";99418.0
4110;27377;"2024-12-23";12678.77
4111;8265;"2023-10-31";21164.87
4112;19161;"2024-11-16";65171.92
4113;31932;"2021-03-18";40047.88
4114;11296;"2023-04-02";15390.0
4115;11315;"2024-10-01";15842.67
4116;22171;"2024-07-04";55090.85
4117;30410;"2025-11-29";34689.65
4118;5941;"2024-10-17";76584.9
4119;12002;"2024-05-30";30787.61
4120;18286;"2024-10-10";30924.41
4121;49857;"2025-03-03";36750.67
4122;35800;"2025-10-22";22670.46
4123;37707;"2023-07-31";4896.84
4124;37010;"2024-01-22";53361.65
4125;3318;"2025-03-07";44781.35
4126;42172;"2021-01-25";42727.5
4127;39205;"2025-03-12";83817.1
4128;413;"2025-05-14";16963.61
4129;38852;"2022-03-11";2038.7
4130;47468;"2022-04-02";63216.95
4131;32580;"2024-12-29";75520.66
4132;36495;"2023-04-26";42540.72
4133;38719;"2023-05-09";68693.76
4134;23915;"2022-07-23";19544.88
4135;25337;"2022-07-31";62444.55
4136;2740;"2021-09-28";63441.88
4137;44791;"2023-06-02";78965.21
4138;2689;"2021-04-14";18366.66
4139;8834;"2020-12-13";42419.16
4140;23577;"2022-01-11";83195.72
4141;42375;"2025-07-30";78119.72
4142;22581;"2021-09-18";33435.84
4143;46560;"2025-06-02";35122.44
4144;14915;"2025-01-17";86656.76
4145;28238;"2023-01-21";22071.71
4146;4290;"2021-03-05";76910.79
4147;21885;"2023-07-30";16619.03
4148;11103;"2025-11-23";73574.02
4149;46096;"2022-03-27";83224.71
4150;11622;"2022-11-26";5007.99
4151;29247;"2023-09-26";70459.31
4152;22115;"2024-02-25";83578.01
4153;28216;"2023-06-25";92044.92
4154;2106;"2025-05-20";38274.81
4155;6548;"2025-11-16";19041.57
4156;32151;"2022-11-28";78364.39
4157;42058;"2025-06-04";55366.55
4158;10951;"2022-08-19";7878.21
4159;19795;"2024-10-15";22012.73
4160;27830;"2023-10-21";70936.41
4161;18712;"2021-06-05";47645.32
4162;14726;"2020-12-23";82886.23
4163;16832;"2022-01-29";30788.46
4164;23197;"2021-05-08";2897.38
4165;3117;"2021-04-16";41848.15
4166;31061;"2023-12-07";76392.36
4167;5016;"2021-10-12";57048.03
4168;30517;"2024-10-31";85365.12
4169;12390;"2023-10-17";42697.95
4170;45175;"2022-02-01";27488.28
4171;771;"2025-06-02";33455.0
4172;6938;"2023-12-19";47211.56
4173;24536;"2024-03-01";57877.29
4174;21900;"2021-02-05";16701.36
4175;47982;"2024-12-02";36423.59
4176;47064;"2023-05-20";56813.64
4177;6667;"2024-07-08";42797.16
4178;36766;"2022-03-25";63050.82
4179;40670;"2025-10-25";11637.36
4180;22214;"2023-03-21";37603.67
4181;28608;"2021-10-16";59291.65
4182;3094;"2024-05-22";61562.57
4183;9020;"2024-03-09";89792.92
4184;44908;"2021-03-05";28873.94
4185;8230;"2024-10-12";90909.03
4186;6723;"2024-06-05";96193.25
4187;21097;"2023-11-10";86078.13
4188;21629;"2022-12-04";6860.31
4189;44739;"2024-10-07";69503.54
4190;10172;"2025-04-02";65589.42
4191;49620;"2022-06-09";12874.26
4192;31254;"2021-03-06";96797.19
4193;11867;"2023-01-05";83558.96
4194;35243;"2023-10-16";53954.99
4195;30233;"2025-09-06";43411.16
4196;16083;"2024-11-13";87099.22
4197;19903;"2023-11-15";5798.66
4198;15450;"2024-02-25";77279.97
4199;23194;"2025-09-11";78584.17
4200;163;"2023-08-23";81181.47
4201;1709;"2021-04-15";17404.95
4202;42192;"2025-04-19";3712.01
4203;47433;"2021-10-09";57141.31
4204;39286;"2024-11-27";18375.41
4205;5143;"2024-05-06";96664.53
4206;41521;"2021-11-28";44487.67
4207;46401;"2020-12-23";10548.95
4208;46471;"2021-10-28";87204.15
4209;15407;"2024-12-19";38132.46
4210;28095;"2025-07-20";90101.72
4211;6826;"2024-01-05";50568.51
4212;5551;"2023-11-22";58563.33
4213;47611;"2021-05-09";81613.02
4214;27344;"2024-05-29";31679.58
4215;23587;"2023-05-19";70716.45
4216;28295;"2024-10-18";65803.73
4217;49834;"2021-12-19";15057.08
4218;21488;"2025-04-10";52745.03
4219;29912;"2023-12-25";63648.43
4220;42563;"2022-01-09";78833.52
4221;40666;"2024-05-30";83847.65
4222;20962;"2025-04-14";2900.16
4223;42920;"2022-05-11";77619.46
4224;12943;"2022-03-24";73862.05
4225;18127;"2025-10-02";77370.93
4226;46828;"2023-10-03";77405.66
4227;17981;"2023-08-22";56128.34
4228;34845;"2021-08-08";80709.45
4229;18174;"2025-03-01";22624.57
4230;14520;"2021-03-26";74640.25
4231;16403;"2021-12-11";99834.73
4232;37298;"2023-01-09";38076.66
4233;46441;"2025-01-03";9667.31
4234;38131;"2023-03-16";17169.4
4235;43595;"2025-07-16";77270.19
4236;21988;"2025-03-15";30785.89
4237;12361;"2025-03-07";64140.46
4238;42667;"2024-10-25";30419.67
4239;29393;"2022-01-13";76148.67
4240;3305;"2024-12-16";27424.24
4241;29711;"2021-11-14";69001.92
4242;32654;"2024-10-23";66202.13
4243;39323;"2023-06-28";24315.77
4244;17945;"2025-10-16";2624.67
4245;23353;"2023-08-26";89076.62
4246;36726;"2024-09-15";15263.13
4247;37285;"2021-11-20";43897.15
4248;5946;"2023-10-01";61394.73
4249;9775;"2021-04-13";80886.1
4250;40618;"2023-01-07";38062.3
4251;5408;"2025-01-09";42671.75
4252;12877;"2024-06-30";30877.83
4253;10880;"2023-08-21";86482.98
4254;2321;"2021-11-26";1549.71
4255;46883;"2023-11-27";22736.97
4256;9056;"2022-07-15";70241.16
4257;42532;"2024-04-17";94700.55
4258;21420;"2022-10-14";46643.84
4259;48583;"2024-03-26";63098.84
4260;10871;"2023-07-05";41984.48
4261;32689;"2021-10-16";9549.17
4262;36484;"2021-06-09";23091.69
4263;14827;"2025-04-11";16670.22
4264;7888;"2024-02-14";58704.57
4265;49569;"2021-11-01";29172.03
4266;33338;"2021-12-02";47608.99
4267;48639;"2025-06-15";48710.91
4268;16290;"2023-09-24";64040.56
4269;6514;"2025-05-08";56905.86
4270;22706;"2023-12-04";88286.33
4271;8453;"2024-10-17";66243.77
4272;42927;"2023-12-27";98178.21
4273;17966;"2023-01-02";86777.38
4274;31044;"2025-10-13";3997.34
4275;1797;"2022-09-19";43211.0
4276;47967;"2022-11-13";58147.0
4277;3868;"2024-06-06";15339.59
4278;29356;"2022-12-18";10027.07
4279;17150;"2021-08-14";88776.29
4280;16150;"2023-10-14";67720.31
4281;43213;"2021-06-15";37524.53
4282;14722;"2024-03-01";62403.99
4283;23576;"2023-07-07";18776.59
4284;30829;"2023-05-17";82774.18
4285;36184;"2022-05-26";29898.26
4286;18724;"2021-07-31";54127.09
4287;46797;"2024-06-24";40189.69
4288;47770;"2024-01-18";65727.9
4289;45857;"2021-03-07";40567.65
4290;43013;"2021-01-20";75820.51
4291;33758;"2025-07-08";77313.17
4292;30366;"2022-06-21";81003.77
4293;17966;"2022-11-29";9444.23
4294;28387;"2024-10-31";88649.02
4295;3138;"2025-11-15";18404.53
4296;49414;"2025-02-24";78473.35
4297;19645;"2024-10-13";31006.62
4298;42164;"2021-04-14";93299.81
4299;9245;"2024-01-23";10887.06
4300;35029;"2021-11-11";26278.55
4301;23814;"2022-09-16";84284.64
4302;49692;"2022-07-13";36197.6
4303;3369;"2023-10-07";79070.1
4304;34728;"2024-11-08";89308.84
4305;20973;"2024-10-20";22702.1
4306;11095;"2021-08-24";17519.09
4307;33732;"2023-02-04";79583.37
4308;16911;"2024-01-03";50449.6
4309;19996;"2021-08-07";7445.17
4310;3164;"2022-10-25";34118.42
4311;47336;"2023-09-16";8790.4
4312;41630;"2023-02-21";40802.97
4313;15742;"2025-03-17";58261.78
4314;40152;"2023-08-06";91336.47
4315;47382;"2021-04-19";76466.39
4316;4395;"2024-04-14";41268.54
4317;12069;"2024-01-16";99025.17
4318;11212;"2021-05-13";98349.15
4319;19507;"2022-11-23";9759.78
4320;5723;"2025-06-12";68054.33
4321;25662;"2024-12-09";86603.47
4322;14549;"2022-09-24";76498.87
4323;43525;"2023-06-02";79501.93
4324;20120;"2025-07-19";57917.69
4325;40229;"2025-11-03";95228.94
4326;17912;"2021-03-14";31416.98
4327;11866;"2024-11-12";6574.04
4328;30880;"2024-01-15";27258.71
4329;19890;"2024-10-27";68284.96
4330;1669;"2021-09-18";17685.07
4331;34665;"2024-11-22";57651.61
4332;7072;"2021-02-27";27169.72
4333;18139;"2022-07-08";76073.13
4334;12544;"2022-07-08";30144.04
4335;18448;"2024-10-26";91775.94
4336;35333;"2023-04-29";68156.06
4337;27437;"2022-05-19";28545.89
4338;25501;"2024-02-13";39198.56
4339;12408;"2025-04-25";72127.06
4340;49712;"2023-12-17";48397.49
4341;4152;"2020-12-12";73683.11
4342;49225;"2023-12-26";30899.38
4343;23644;"2025-05-26";15248.46
4344;48422;"2022-05-01";88847.6
4345;3058;"2023-05-07";82047.91
4346;27987;"2023-10-10";79335.97
4347;25653;"2024-09-19";46146.49
4348;526;"2022-06-26";9970.84
4349;43398;"2021-10-31";918.43
4350;22606;"2023-11-05";46354.28
4351;2821;"2022-07-22";35528.19
4352;44515;"2022-08-10";44219.99
4353;19136;"2022-09-23";11639.38
4354;39019;"2025-07-30";88256.29
4355;46535;"2021-10-10";22568.49
4356;33570;"2021-12-28";73927.02
4357;1201;"2025-09-13";68577.53
4358;34664;"2025-09-01";59046.66
4359;44362;"2025-05-20";74672.31
4360;18442;"2021-08-19";36812.89
4361;38545;"2024-10-24";5699.88
4362;47975;"2022-05-23";51638.33
4363;11438;"2023-06-25";55995.99
4364;1935;"2020-12-12";12245.36
4365;46096;"2021-11-06";57259.97
4366;23999;"2025-10-18";27296.44
4367;28426;"2025-03-22";59962.8
4368;44694;"2025-11-06";3989.43
4369;25313;"2025-06-15";71974.19
4370;39969;"2023-09-20";13702.63
4371;5846;"2022-08-09";83018.3
4372;32357;"2021-08-21";16070.35
4373;42276;"2025-05-10";17067.48
4374;37888;"2023-02-23";46135.48
4375;34434;"2023-01-23";28241.39
4376;41282;"2021-03-30";9752.16
4377;33608;"2021-10-30";88282.44
4378;48309;"2024-12-28";63863.19
4379;23829;"2021-01-02";67727.3
4380;48282;"2022-07-14";34002.55
4381;17287;"2021-10-05";66922.86
4382;23177;"2021-02-07";33284.69
4383;20887;"2021-04-10";91860.02
4384;31830;"2023-05-22";85925.4
4385;45934;"2021-10-28";12140.39
4386;49616;"2023-09-16";58595.99
4387;13193;"2024-08-11";33346.3
4388;5911;"2025-09-11";78360.63
4389;6036;"2021-09-30";71423.28
4390;26752;"2023-11-28";93556.07
4391;24735;"2025-01-02";84695.55
4392;1699;"2022-10-22";80955.52
4393;17082;"2022-08-17";97632.94
4394;36966;"2025-06-05";29718.63
4395;7895;"2024-08-16";10034.82
4396;43589;"2021-04-29";20194.89
4397;11620;"2025-09-13";63264.75
4398;31101;"2022-04-29";99372.88
4399;18685;"2021-09-02";65961.51
4400;48567;"2023-07-05";14480.01
4401;25855;"2022-10-02";38089.6
4402;49406;"2022-03-28";12771.73
4403;7952;"2024-03-05";34774.92
4404;19778;"2023-10-30";86292.04
4405;42740;"2025-02-17";70204.52
4406;12029;"2024-08-17";17333.87
4407;14221;"2022-09-10";49793.01
4408;23928;"2022-02-26";3351.65
4409;31872;"2023-03-02";35770.65
4410;19567;"2021-04-07";72698.21
4411;40249;"2024-12-23";25422.09
4412;336;"2021-07-15";53028.03
4413;26497;"2023-12-15";32869.03
4414;34321;"2021-03-22";46630.75
4415;44513;"2024-12-13";83545.02
4416;48282;"2023-02-04";81558.88
4417;10344;"2025-02-22";8193.1
4418;49981;"2023-01-30";49610.65
4419;23743;"2022-04-25";84159.46
4420;46717;"2024-11-16";92716.24
4421;45582;"2021-09-23";10487.44
4422;43031;"2024-10-29";94757.5
4423;23502;"2023-09-10";16885.27
4424;5031;"2024-10-19";54337.8
4425;6068;"2024-06-06";1640.67
4426;19242;"2021-06-03";56261.48
4427;20321;"2025-01-05";30743.16
4428;22602;"2022-10-02";49447.4
4429;27712;"2024-08-09";14056.24
4430;13836;"2023-12-01";92562.79
4431;26589;"2023-09-19";18243.57
4432;20903;"2021-02-11";47199.44
4433;44759;"2023-05-20";90452.89
4434;28178;"2022-11-23";97434.07
4435;33951;"2022-03-28";57500.41
4436;8754;"2022-09-18";59409.24
4437;35302;"2025-11-27";74902.43
4438;11878;"2024-02-02";74009.64
4439;44418;"2021-12-03";77622.51
4440;135;"2022-11-16";79150.05
4441;25965;"2024-02-14";52039.35
4442;18990;"2023-12-29";10963.86
4443;27001;"2024-11-19";54396.64
4444;23763;"2023-05-28";89853.17
4445;4242;"2023-07-02";44686.88
4446;29624;"2025-06-27";43787.65
4447;38335;"2024-08-12";12521.47
4448;2797;"2025-08-08";74633.57
4449;7047;"2021-02-23";83176.23
4450;43805;"2021-03-31";35237.77
4451;9888;"2023-09-02";93676.51
4452;37724;"2023-09-14";53674.54
4453;39240;"2021-10-08";21004.15
4454;32823;"2021-05-26";60097.24
4455;17089;"2025-03-22";94185.83
4456;21970;"2024-02-03";62541.33
4457;39033;"2025-08-27";47363.27
4458;15920;"2023-02-22";23086.0
4459;37185;"2023-04-13";84684.22
4460;15943;"2021-04-15";63846.16
4461;26949;"2024-02-18";86731.37
4462;6276;"2020-12-07";86911.87
4463;37466;"2021-07-13";93748.25
4464;15821;"2024-05-10";4975.31
4465;16116;"2025-11-21";78527.09
4466;21345;"2022-01-08";46490.26
4467;28554;"2025-01-03";3852.81
4468;13707;"2024-11-28";38682.74
4469;26219;"2025-11-07";68246.32
4470;48641;"2024-01-24";98059.41
4471;30756;"2022-08-12";1784.45
4472;25120;"2023-01-14";54946.84
4473;41788;"2023-03-14";69403.27
4474;1667;"2022-12-01";21545.05
4475;21695;"2022-04-14";85165.73
4476;24639;"2021-06-20";74477.95
4477;16592;"2021-01-14";14608.05
4478;6674;"2023-09-27";47402.59
4479;29968;"2022-03-26";62195.27
4480;46719;"2023-05-24";98619.41
4481;48776;"2021-12-02";92763.75
4482;45207;"2024-05-01";31110.02
4483;15689;"2021-07-02";32657.71
4484;36946;"2024-08-03";87351.22
4485;48014;"2025-05-10";73335.87
4486;16828;"2021-09-06";75866.67
4487;42691;"2021-05-28";37472.37
4488;43125;"2024-12-30";83831.04
4489;22417;"2025-01-01";70087.63
4490;44858;"2025-04-28";25497.39
4491;20022;"2025-01-25";95996.27
4492;25556;"2024-05-10";50020.82
4493;5672;"2021-05-24";57519.72
4494;26815;"2025-03-08";28935.75
4495;32277;"2022-08-02";94227.66
4496;28467;"2022-03-11";99587.67
4497;34987;"2022-01-29";38019.62
4498;27694;"2021-05-17";27947.88
4499;29015;"2022-10-23";16919.42
4500;17874;"2022-04-12";7631.25
4501;45495;"2021-03-10";69156.19
4502;48628;"2021-04-06";29316.11
4503;37259;"2025-09-22";78348.83
4504;10883;"2024-03-01";93884.72
4505;20604;"2022-11-19";46728.0
4506;16614;"2025-10-11";61191.95
4507;29061;"2021-04-15";35770.19
4508;47307;"2023-12-22";56808.76
4509;39085;"2022-04-10";53586.96
4510;29360;"2025-06-05";88925.2
4511;3256;"2022-07-16";76127.0
4512;12394;"2022-10-30";95614.88
4513;31339;"2021-03-14";6345.44
4514;22880;"2025-12-01";92389.05
4515;7665;"2025-05-22";58723.85
4516;29028;"2024-06-30";40843.87
4517;30068;"2025-10-09";37667.75
4518;47960;"2023-10-26";72553.7
4519;15405;"2021-02-12";89633.58
4520;2640;"2024-12-02";62194.8
4521;43433;"2021-10-02";50090.28
4522;45380;"2024-04-11";39314.48
4523;11744;"2023-11-26";42975.32
4524;3563;"2025-02-04";35192.21
4525;14719;"2025-05-02";2013.73
4526;43221;"2023-03-21";49813.6
4527;20493;"2023-03-14";13822.35
4528;17883;"2025-01-23";43307.38
4529;32497;"2024-11-30";7047.76
4530;18582;"2021-06-16";81930.5
4531;49160;"2025-11-19";71302.57
4532;826;"2021-12-08";78146.64
4533;23257;"2025-10-14";70976.93
4534;30745;"2022-04-07";19980.23
4535;21807;"2022-08-23";13012.18
4536;28118;"2025-02-12";86763.71
4537;20243;"2024-11-09";3499.08
4538;41913;"2024-05-17";38686.65
4539;22628;"2024-03-09";63965.69
4540;23602;"2023-01-21";23223.44
4541;13920;"2021-04-06";27840.67
4542;4510;"2025-08-19";75220.24
4543;37341;"2022-08-01";69013.69
4544;24555;"2022-08-27";69232.6
4545;46091;"2024-10-28";34983.48
4546;46656;"2023-08-29";49694.94
4547;14968;"2023-08-13";28678.91
4548;6326;"2021-02-16";37750.43
4549;18661;"2024-06-21";58718.51
4550;37797;"2025-03-12";82365.47
4551;15602;"2023-07-13";45242.09
4552;11270;"2023-01-26";63743.96
4553;24739;"2022-09-22";15876.44
4554;44074;"2022-09-12";23650.92
4555;41128;"2025-09-09";61378.54
4556;9254;"2023-03-17";8052.44
4557;24297;"2021-07-01";22723.28
4558;3793;"2024-09-29";72029.06
4559;46069;"2022-09-29";83038.95
4560;35189;"2023-06-04";59469.54
4561;34524;"2024-01-12";27097.28
4562;24148;"2024-12-22";96567.83
4563;19752;"2024-01-21";94225.15
4564;8803;"2025-02-22";52884.79
4565;28888;"2025-05-09";85985.55
4566;25705;"2022-07-17";76756.99
4567;16312;"2025-11-09";49398.06
4568;6385;"2022-08-06";60684.8
4569;321;"2023-02-05";34044.54
4570;45530;"2025-01-22";66307.15
4571;38591;"2025-03-10";80986.3
4572;46429;"2022-07-20";2966.67
4573;44577;"2022-06-13";93707.44
4574;6575;"2020-12-26";18303.84
4575;32978;"2022-07-27";90928.76
4576;26144;"2024-12-17";63594.65
4577;28242;"2025-03-11";77741.76
4578;27899;"2023-12-30";8681.35
4579;20433;"2022-12-16";28046.12
4580;43314;"2021-04-03";88191.19
4581;449;"2023-08-26";8163.26
4582;32743;"2022-07-02";58506.09
4583;20113;"2024-05-18";35833.22
4584;23969;"2023-04-26";55321.91
4585;7867;"2022-03-16";62888.7
4586;31774;"2024-10-20";34249.38
4587;23441;"2021-06-14";6068.42
4588;2183;"2021-10-16";26489.3
4589;1601;"2025-07-18";71221.07
4590;29673;"2025-01-23";60061.95
4591;32407;"2020-12-07";41788.6
4592;1684;"2023-04-04";21941.22
4593;49594;"2023-12-31";56183.33
4594;49774;"2021-07-25";14892.23
4595;35927;"2021-12-01";35125.84
4596;37557;"2025-09-23";61089.31
4597;31721;"2023-11-11";91566.76
4598;9681;"2024-02-26";66682.17
4599;19811;"2025-08-12";78304.44
4600;1524;"2022-10-20";37043.12
4601;44900;"2022-01-03";33341.58
4602;16862;"2024-11-13";3935.53
4603;29872;"2024-04-10";73007.46
4604;3704;"2024-11-05";91579.89
4605;31104;"2021-09-10";11064.87
4606;42407;"2022-05-30";78072.52
4607;22323;"2022-08-18";16748.5
4608;2405;"2023-11-30";18848.67
4609;11295;"2025-12-07";21411.23
4610;10862;"2023-05-20";63798.14
4611;10431;"2022-09-18";68388.12
4612;40456;"2022-05-24";26035.56
4613;44471;"2024-04-14";67636.0
4614;44068;"2021-04-05";5205.73
4615;47169;"2022-12-10";82701.74
4616;36751;"2021-08-07";88405.21
4617;49688;"2021-06-06";14371.42
4618;35165;"2021-12-14";52663.21
4619;34847;"2025-03-06";22706.79
4620;42109;"2024-08-16";10933.46
4621;40347;"2021-09-12";25798.8
4622;21008;"2022-02-14";80164.32
4623;14871;"2021-08-19";30599.76
4624;30172;"2025-10-22";33258.71
4625;24608;"2025-07-03";96058.91
4626;22808;"2024-06-24";56421.81
4627;38876;"2024-10-04";53361.01
4628;34898;"2021-07-02";40083.67
4629;4993;"2025-03-18";20292.49
4630;15103;"2023-11-24";61795.62
4631;23968;"2024-08-09";92738.3
4632;26157;"2022-12-26";41015.65
4633;20948;"2025-03-05";81550.81
4634;21449;"2025-01-26";82080.15
4635;15400;"2025-03-11";18294.4
4636;26007;"2022-10-09";12076.48
4637;33370;"2024-03-04";3156.56
4638;2306;"2021-08-29";64162.51
4639;9935;"2021-02-21";88763.77
4640;9883;"2022-09-25";87598.38
4641;44274;"2021-07-12";78792.36
4642;25325;"2022-03-04";43930.82
4643;9899;"2025-10-30";60033.44
4644;15399;"2023-07-07";68764.34
4645;11383;"2025-11-22";13471.24
4646;45167;"2021-01-07";43736.65
4647;39908;"2024-06-21";46188.51
4648;42254;"2023-09-29";8128.2
4649;7841;"2023-03-10";82936.65
4650;25907;"2023-10-22";38089.33
4651;4783;"2023-08-12";64870.02
4652;17138;"2024-02-02";70620.14
4653;1500;"2023-09-17";64431.21
4654;39277;"2021-12-30";14779.47
4655;24492;"2023-07-29";80473.25
4656;912;"2023-05-05";38531.76
4657;16841;"2021-10-26";25895.08
4658;6531;"2022-11-28";89116.69
4659;46320;"2025-11-22";62647.0
4660;13948;"2023-07-16";75028.67
4661;17785;"2021-05-17";49982.78
4662;26222;"2024-04-09";86498.55
4663;13423;"2021-03-20";3561.57
4664;48794;"2021-12-19";22576.34
4665;48044;"2024-05-11";45082.01
4666;34510;"2024-07-16";54578.39
4667;2011;"2022-09-21";93743.73
4668;49087;"2021-09-20";80093.33
4669;25069;"2021-03-27";38207.4
4670;15211;"2024-06-21";75343.84
4671;49586;"2023-07-27";26028.4
4672;24765;"2025-08-16";94895.77
4673;26986;"2024-03-06";94285.66
4674;25197;"2025-01-22";78211.65
4675;45143;"2021-03-18";36188.81
4676;23821;"2025-09-19";12042.25
4677;1378;"2024-11-15";76346.72
4678;30397;"2025-06-07";7363.44
4679;46576;"2021-11-19";81582.18
4680;46713;"2023-03-25";23184.08
4681;23089;"2020-12-08";69127.25
4682;18695;"2025-01-17";54239.98
4683;21438;"2024-08-09";58313.38
4684;23240;"2022-01-24";46234.75
4685;36272;"2023-04-01";44674.38
4686;40722;"2022-04-06";12355.58
4687;16780;"2025-09-08";96546.49
4688;12034;"2025-11-21";42957.18
4689;43329;"2023-04-01";93362.27
4690;14522;"2021-08-30";14059.5
4691;32735;"2021-08-12";26365.0
4692;24418;"2021-08-17";19131.01
4693;47175;"2024-04-10";89254.63
4694;42267;"2023-12-24";44264.66
4695;1845;"2024-11-26";32836.51
