"card_txn_id";"card_id";"amount";"txn_date";"merchant_name";"city"
13762;46371;3996.04;"2023-12-11 17:17:08";"Chhabra Inc";"Mumbai"
13763;1801;7934.06;"2025-09-03 07:06:18";"Sundaram-Warrior";"Satara"
13764;30307;16458.07;"2024-10-20 08:39:20";"Das-Parsa";"Solapur"
13765;46047;19848.09;"2025-03-13 22:15:37";"Kumar-Dara";"Mumbai"
13766;22569;9883.66;"2025-09-17 05:09:39";"Devi PLC";"Nagpur"
13767;26960;5907.33;"2024-12-26 04:03:09";"Gokhale, Mann and Narayanan";"Mumbai"
13768;36405;19183.89;"2025-03-16 12:40:25";"Keer Group";"Pune"
13769;6825;3206.27;"2024-01-03 10:12:28";"Ramanathan PLC";"Nashik"
13770;39146;8516.2;"2025-02-04 10:29:54";"Bhatia, Chad and Babu";"Satara"
13771;11216;15591.72;"2024-06-17 07:24:27";"Krishna-Panchal";"Aurangabad"
13772;28341;16313.94;"2025-07-02 22:41:11";"Kulkarni-Subramaniam";"Solapur"
13773;48941;7294.96;"2025-03-14 23:56:41";"Padmanabhan PLC";"Aurangabad"
13774;49763;8416.79;"2024-10-26 15:40:08";"Vaidya-Babu";"Pune"
13775;44590;12608.58;"2023-12-11 02:36:59";"Chauhan, Chander and Mandal";"Nashik"
13776;26225;12486.85;"2025-07-24 08:55:17";"Sane, Toor and Behl";"Satara"
13777;19258;2281.58;"2025-09-22 12:48:33";"Mistry Ltd";"Aurangabad"
13778;25879;3017.9;"2024-03-15 20:30:27";"Koshy, Choudhary and Bobal";"Mumbai"
13779;17152;16253.98;"2025-02-22 13:09:05";"Tiwari PLC";"Aurangabad"
13780;6915;4970.76;"2024-04-10 23:46:55";"Bhavsar-Nagy";"Thane"
13781;14809;14741.57;"2023-12-24 07:50:36";"Kalita, Sampath and Bobal";"Solapur"
13782;22644;10270.79;"2024-07-13 03:45:08";"Kar, Date and Krishnan";"Ahmednagar"
13783;22644;16094.3;"2024-03-31 18:46:00";"Chandran, Kar and Sarkar";"Nagpur"
13784;39606;9215.8;"2024-08-03 10:05:58";"Bhardwaj LLC";"Ahmednagar"
13785;12650;671.45;"2024-02-26 15:42:10";"Varma, Shah and Dutta";"Thane"
13786;17671;13679.98;"2024-12-26 19:08:07";"Banerjee and Sons";"Nashik"
13787;30959;12160.56;"2024-06-29 11:51:21";"Soni, Vala and Hegde";"Thane"
13788;23451;11175.47;"2024-07-25 12:53:00";"Subramanian Inc";"Aurangabad"
13789;32482;368.14;"2024-01-06 05:54:36";"Thakkar-Aurora";"Pune"
13790;6532;16086.7;"2024-02-21 14:55:33";"Randhawa-Dhar";"Thane"
13791;37756;19898.97;"2024-02-06 05:38:29";"Lanka PLC";"Mumbai"
13792;48769;7943.11;"2025-09-01 16:56:28";"Sura, Bora and Gill";"Nagpur"
13793;15398;11109.74;"2024-12-01 09:39:41";"Seth-Vasa";"Aurangabad"
13794;10475;12447.5;"2025-09-07 02:38:50";"Wason, Oak and Nayak";"Ahmednagar"
13795;25934;10008.43;"2025-09-20 10:38:01";"Tella LLC";"Nashik"
13796;44716;14561.93;"2025-01-21 09:01:10";"Chada-Guha";"Pune"
13797;37764;2098.06;"2024-01-11 03:13:48";"Kade-Dixit";"Kolhapur"
13798;32583;6346.26;"2024-03-28 12:13:25";"Shroff Inc";"Thane"
13799;37958;9254.8;"2024-06-30 15:54:55";"Nayar Inc";"Mumbai"
13800;2807;4995.4;"2025-11-07 00:59:37";"Khatri-Basak";"Thane"
13801;12534;1716.1;"2023-12-26 18:24:42";"Cherian-Sathe";"Ahmednagar"
13802;22570;3244.29;"2024-12-21 13:04:14";"Mohanty Inc";"Nagpur"
13803;26694;18965.49;"2024-02-25 07:55:28";"Som LLC";"Kolhapur"
13804;87;4482.53;"2024-12-13 16:25:20";"Chaudhari Ltd";"Mumbai"
13805;8659;19420.98;"2025-09-30 08:05:41";"Kuruvilla PLC";"Mumbai"
13806;1114;19756.89;"2024-03-12 18:35:57";"Amble, Chada and Tripathi";"Aurangabad"
13807;14701;9062.94;"2025-06-15 02:45:26";"Sura Ltd";"Nashik"
13808;42437;462.45;"2024-06-30 05:28:22";"Rajagopal Ltd";"Thane"
13809;14409;16148.11;"2024-03-31 09:18:01";"Badami-Sura";"Ahmednagar"
13810;22367;8768.06;"2024-03-07 16:02:53";"Krishna-Jaggi";"Thane"
13811;41884;19307.13;"2024-03-07 10:11:04";"Thakur-Sarna";"Aurangabad"
13812;15553;12957.03;"2025-01-26 20:30:48";"Buch-Bir";"Kolhapur"
13813;5086;82.13;"2024-02-04 05:39:06";"Thaman, Gokhale and Bandi";"Thane"
13814;17411;3790.55;"2025-10-28 01:58:08";"Ramaswamy, Master and Chadha";"Pune"
13815;45588;8958.12;"2024-08-31 22:26:54";"Samra, Sahni and Ghose";"Kolhapur"
13816;12396;13026.56;"2024-09-29 13:45:01";"Sarin-Palla";"Nagpur"
13817;36808;18515.24;"2024-10-13 05:38:32";"Soni, Bail and Kulkarni";"Nashik"
13818;31344;8091.29;"2024-12-16 04:02:59";"Kulkarni-Choudhury";"Satara"
13819;39274;3905.48;"2024-12-26 12:16:55";"Chatterjee-Pandya";"Mumbai"
13820;3285;14333.86;"2024-07-29 05:29:52";"Majumdar Group";"Pune"
13821;41620;11501.5;"2025-09-06 18:42:14";"Kothari, Sodhi and Venkataraman";"Solapur"
13822;23160;8700.58;"2024-12-28 13:41:17";"Mallick-Kibe";"Pune"
13823;45307;16259.72;"2024-02-18 00:13:50";"Chakraborty Ltd";"Ahmednagar"
13824;12762;15984.12;"2024-01-23 14:57:05";"Parmar-Pandya";"Kolhapur"
13825;23798;674.65;"2024-10-03 14:20:56";"D’Alia and Sons";"Kolhapur"
13826;21509;13874.52;"2024-06-17 07:09:02";"Seshadri Inc";"Satara"
13827;49918;3946.27;"2024-09-29 01:59:01";"Kaul LLC";"Aurangabad"
13828;1604;1578.47;"2024-04-01 06:22:11";"Mahal, Peri and Hans";"Nagpur"
13829;4132;14521.96;"2025-03-24 10:15:04";"Nagy-Chaudry";"Pune"
13830;20514;7789.13;"2024-02-02 21:49:36";"Jain, Randhawa and Subramanian";"Satara"
13831;4058;1447.54;"2024-05-02 01:36:20";"Thakur and Sons";"Aurangabad"
13832;4278;8054.49;"2024-09-20 04:40:46";"Sahni LLC";"Ahmednagar"
13833;25651;5280.74;"2024-04-28 01:25:44";"Kuruvilla and Sons";"Nagpur"
13834;43671;7950.63;"2025-01-27 22:08:08";"Panchal-Savant";"Thane"
13835;43533;364.91;"2024-11-02 03:24:24";"Mitra PLC";"Solapur"
13836;41248;14553.19;"2024-02-02 13:26:11";"Agrawal-Dayal";"Pune"
13837;17473;17070.12;"2025-08-22 22:05:38";"Deshmukh-Venkataraman";"Satara"
13838;1782;378.72;"2025-06-21 19:56:44";"Jayaraman, Balasubramanian and Madan";"Nagpur"
13839;6626;6154.05;"2024-12-20 05:24:55";"Varkey Group";"Pune"
13840;6218;10927.37;"2024-11-08 16:28:32";"Chand PLC";"Nagpur"
13841;22786;16711.53;"2024-08-03 00:59:23";"Venkatesh, Dixit and Iyengar";"Satara"
13842;27183;17214.14;"2024-11-12 11:29:29";"Kannan-Mahal";"Aurangabad"
13843;38064;3062.5;"2023-12-30 18:04:41";"Dara-Zachariah";"Satara"
13844;5858;5942.95;"2025-07-25 12:18:45";"Pingle-Khanna";"Ahmednagar"
13845;4716;15503.38;"2024-12-02 20:26:01";"Hora LLC";"Nashik"
13846;23432;11356.27;"2025-11-14 08:29:54";"Bandi, Misra and Toor";"Satara"
13847;13603;513.01;"2025-02-13 10:08:17";"Ramakrishnan-Bhat";"Pune"
13848;19405;17251.06;"2025-09-03 15:55:26";"Badami-Golla";"Nagpur"
13849;44665;17265.42;"2024-10-16 12:15:32";"Sood-Sampath";"Nagpur"
13850;29418;482.52;"2024-09-18 08:44:29";"Sarin-Sunder";"Solapur"
13851;4446;15371.43;"2025-08-30 14:23:43";"Sule, Ramaswamy and Loke";"Nagpur"
13852;22022;5460.55;"2024-04-28 15:51:05";"Shere, Wable and Varma";"Satara"
13853;24794;6336.93;"2024-07-30 03:49:54";"Sarna, Yadav and Subramanian";"Solapur"
13854;28328;12012.01;"2025-06-15 06:04:02";"Agarwal PLC";"Nagpur"
13855;13581;981.69;"2025-01-16 21:25:38";"Dada Inc";"Solapur"
13856;21840;2651.17;"2025-04-12 15:50:37";"Chad Inc";"Solapur"
13857;24908;6734.37;"2025-04-24 01:12:25";"Rajagopalan PLC";"Ahmednagar"
13858;23109;9228.22;"2025-10-01 12:13:11";"Wali-Gera";"Nagpur"
13859;9670;13411.61;"2025-07-20 00:04:16";"Acharya-Thaman";"Solapur"
13860;25546;12538.8;"2024-08-10 17:03:27";"Tailor-Bahl";"Ahmednagar"
13861;10611;16354.43;"2024-08-27 02:47:48";"Purohit, Nagar and Pandya";"Ahmednagar"
13862;39570;181.39;"2024-11-16 06:18:16";"Shetty, Andra and Ramaswamy";"Mumbai"
13863;40724;8832.79;"2025-04-22 03:11:11";"Hans-Banik";"Thane"
13864;8724;14583.01;"2025-01-07 01:57:20";"Srivastava, Sur and Nagy";"Thane"
13865;40579;10945.93;"2024-09-12 20:59:59";"Agate-Sethi";"Satara"
13866;34163;6583.47;"2025-11-06 02:43:33";"Khanna PLC";"Aurangabad"
13867;2602;6420.0;"2024-10-31 17:37:54";"Dave-Bora";"Mumbai"
13868;37796;11518.97;"2025-05-24 10:21:49";"Karan, Nori and Ghosh";"Satara"
13869;38607;10437.72;"2025-01-13 22:33:50";"Toor Ltd";"Mumbai"
13870;2554;15492.94;"2024-10-11 05:07:36";"Borah and Sons";"Pune"
13871;29701;6575.0;"2025-10-19 09:28:09";"Babu, Madan and Badami";"Ahmednagar"
13872;43242;9446.86;"2024-12-29 23:11:46";"Thakkar, Sarin and Sahota";"Kolhapur"
13873;12439;19126.09;"2025-04-23 21:13:48";"Buch, Kalla and Pingle";"Nagpur"
13874;32856;17720.87;"2024-05-30 01:42:17";"Dyal-Chahal";"Ahmednagar"
13875;16453;1041.24;"2025-04-09 03:20:25";"Nori Group";"Pune"
13876;34594;16162.89;"2024-11-18 04:18:35";"Toor, Kari and Shah";"Solapur"
13877;9162;4096.35;"2025-01-03 12:14:51";"Golla-Goda";"Thane"
13878;49591;9439.31;"2025-04-17 18:22:06";"Keer Inc";"Pune"
13879;27160;17084.17;"2024-10-03 15:20:26";"Prakash, Prakash and Divan";"Solapur"
13880;18959;8013.33;"2023-12-29 10:27:50";"Yogi, Vig and Natarajan";"Nashik"
13881;7424;9787.01;"2025-08-06 15:46:07";"Bali and Sons";"Pune"
13882;28749;18124.38;"2024-10-02 01:21:19";"Parmar-Setty";"Nagpur"
13883;34304;7666.93;"2025-06-12 17:09:04";"Dutt and Sons";"Mumbai"
13884;6411;4229.48;"2024-04-12 03:32:07";"Issac, Sidhu and Chhabra";"Thane"
13885;2077;11169.71;"2025-03-28 04:57:09";"Thakur-Lata";"Thane"
13886;21798;11716.1;"2024-06-01 04:57:50";"Kara-Ranganathan";"Aurangabad"
13887;803;18508.22;"2024-06-15 13:10:51";"Som, Nadkarni and Dewan";"Solapur"
13888;16555;8545.39;"2025-06-19 19:05:38";"Pau-Purohit";"Solapur"
13889;47547;18713.41;"2025-07-03 02:06:11";"Shah-Raju";"Pune"
13890;18212;5158.22;"2025-06-10 14:11:20";"Mannan, Balakrishnan and Palla";"Pune"
13891;26107;12722.68;"2024-07-17 15:41:10";"Nath and Sons";"Ahmednagar"
13892;6927;18208.61;"2024-05-13 16:37:57";"Narang, Dubey and Varty";"Ahmednagar"
13893;45230;12622.51;"2024-09-17 14:09:24";"Thaman and Sons";"Thane"
13894;27801;3735.95;"2024-07-23 09:43:37";"Saran Ltd";"Nashik"
13895;6546;1403.89;"2024-03-21 00:17:10";"Saraf LLC";"Nagpur"
13896;23250;14834.58;"2024-07-05 00:22:54";"Choudhary LLC";"Ahmednagar"
13897;37455;5623.29;"2024-09-07 18:10:29";"Naidu, Sami and Kar";"Ahmednagar"
13898;37941;12583.61;"2024-12-11 15:20:40";"Wagle Ltd";"Pune"
13899;32008;4540.79;"2024-05-18 06:20:31";"Ramesh, Reddy and Amble";"Aurangabad"
13900;29464;13154.12;"2025-08-29 03:45:49";"Dhar and Sons";"Thane"
13901;23749;7142.6;"2025-07-09 06:35:31";"Murthy, Mittal and Mangat";"Aurangabad"
13902;14523;14612.18;"2024-01-25 18:33:06";"Char-Hans";"Nashik"
13903;17245;8971.24;"2025-03-31 23:21:06";"Salvi-Sangha";"Thane"
13904;34467;4367.12;"2025-11-14 11:24:03";"Raghavan-Tata";"Pune"
13905;259;6247.4;"2025-03-31 08:54:11";"Memon-Zacharia";"Ahmednagar"
13906;26831;8367.77;"2025-11-27 07:01:11";"Kothari, Virk and Bala";"Ahmednagar"
13907;46334;5300.29;"2025-08-08 20:49:55";"Dua Inc";"Nagpur"
13908;41325;14958.91;"2024-10-22 15:49:59";"Chakraborty-Vohra";"Mumbai"
13909;484;19669.24;"2025-01-31 12:50:46";"Ray Ltd";"Kolhapur"
13910;15398;14978.6;"2024-03-03 17:12:14";"Gandhi, Varghese and Ghosh";"Pune"
13911;34884;17289.24;"2025-09-06 23:05:52";"Bail, Bose and Bora";"Aurangabad"
13912;16263;13475.7;"2023-12-25 02:28:46";"Chakrabarti-Issac";"Satara"
13913;29131;3749.96;"2025-05-04 12:24:56";"Nayar-Balakrishnan";"Satara"
13914;18294;2331.51;"2024-07-03 10:47:58";"Atwal-Zachariah";"Kolhapur"
13915;12100;2619.31;"2024-02-03 07:09:48";"Mandal-Prabhakar";"Solapur"
13916;8173;10940.63;"2025-03-10 05:44:14";"Manda, Bali and Dara";"Ahmednagar"
13917;29262;485.94;"2025-05-19 06:15:57";"Bahl-Vora";"Pune"
13918;26578;2998.24;"2024-08-15 17:52:05";"Das, Saini and Vasa";"Pune"
13919;29126;6796.08;"2025-06-08 02:20:20";"Parekh and Sons";"Aurangabad"
13920;48658;17608.91;"2025-09-19 00:38:00";"Soman, Loyal and Gour";"Thane"
13921;18881;5948.52;"2025-11-04 06:23:50";"Brahmbhatt and Sons";"Pune"
13922;5536;18800.69;"2025-01-07 17:05:45";"Lata, Rattan and Salvi";"Nagpur"
13923;24821;13076.68;"2025-03-12 19:04:18";"Rai and Sons";"Solapur"
13924;49318;1793.7;"2024-02-15 02:25:04";"Prashad, Naik and Sharma";"Thane"
13925;17044;9065.6;"2023-12-16 18:54:02";"Wali-Prashad";"Thane"
13926;25586;3427.0;"2024-11-26 16:49:04";"Swaminathan, Memon and Choudhury";"Pune"
13927;30212;7019.97;"2024-04-16 20:34:32";"Pingle Group";"Nagpur"
13928;17505;5949.46;"2024-08-29 09:31:14";"Toor Inc";"Solapur"
13929;40874;17710.08;"2025-05-19 03:03:46";"Oommen, Patel and Gole";"Mumbai"
13930;35118;17412.72;"2024-03-18 07:54:58";"Wadhwa, Dutt and Dhawan";"Satara"
13931;16387;1386.15;"2023-12-15 20:31:07";"Sood Inc";"Pune"
13932;24241;17406.99;"2025-07-15 21:19:35";"Wadhwa, Agarwal and Chad";"Pune"
13933;39441;11624.01;"2023-12-26 13:29:02";"Ben, Chowdhury and Ganesan";"Thane"
13934;29747;13725.66;"2025-06-30 19:58:18";"Thaman Ltd";"Solapur"
13935;5129;15605.64;"2025-09-19 14:52:29";"Basak-Bandi";"Solapur"
13936;22933;6542.52;"2025-02-26 15:58:03";"Mistry-Saha";"Kolhapur"
13937;16005;10224.33;"2024-10-26 08:55:25";"Loyal-Sawhney";"Ahmednagar"
13938;26771;7041.68;"2025-02-03 03:10:44";"Chanda and Sons";"Kolhapur"
13939;7536;8371.11;"2024-09-28 15:19:09";"Boase Ltd";"Nashik"
13940;48417;11717.93;"2024-12-21 00:43:16";"Dada Inc";"Ahmednagar"
13941;9189;7290.16;"2024-11-29 11:12:38";"Krishna-Ramanathan";"Pune"
13942;23767;8353.08;"2025-04-18 09:56:31";"De-Chatterjee";"Aurangabad"
13943;13728;19628.49;"2024-09-17 21:49:52";"Walla-Chaudhry";"Satara"
13944;46768;3977.61;"2024-12-25 04:01:04";"Desai-Kala";"Ahmednagar"
13945;30467;10387.85;"2024-06-21 01:38:25";"Mangat, Ramachandran and Savant";"Kolhapur"
13946;23315;3264.15;"2024-05-27 08:27:55";"Agrawal and Sons";"Nagpur"
13947;14708;7509.42;"2025-01-26 23:44:12";"Mistry-Grewal";"Ahmednagar"
13948;10016;2362.28;"2024-10-20 23:49:25";"Baria, Chawla and Parmer";"Ahmednagar"
13949;9124;12606.74;"2024-10-08 01:42:16";"Mannan PLC";"Nashik"
13950;25134;10409.04;"2024-01-09 23:54:22";"Desai LLC";"Pune"
13951;44201;11582.59;"2024-11-05 01:02:35";"More, Pradhan and Trivedi";"Ahmednagar"
13952;15552;7435.15;"2023-12-10 06:46:05";"Tiwari, Bumb and Acharya";"Aurangabad"
13953;15072;14138.66;"2024-07-01 13:12:06";"D’Alia, Sampath and Goyal";"Pune"
13954;2707;1596.67;"2024-09-26 06:15:57";"Balasubramanian Ltd";"Pune"
13955;30580;15254.19;"2025-04-15 02:33:36";"Dhar-Sekhon";"Solapur"
13956;20388;11893.15;"2025-12-03 23:11:29";"Mani, Oommen and Dutt";"Mumbai"
13957;22181;3903.91;"2024-01-11 14:57:55";"Butala-Manda";"Nagpur"
13958;13472;9305.69;"2025-01-28 00:54:23";"Nadig, Vasa and Halder";"Kolhapur"
13959;7355;14188.3;"2024-01-11 15:44:27";"Mann-Iyengar";"Nagpur"
13960;26258;4851.61;"2024-07-14 09:51:04";"Agate-Krishnan";"Aurangabad"
13961;40291;17213.54;"2024-06-19 05:22:49";"Keer LLC";"Pune"
13962;13180;5172.28;"2024-10-05 00:39:56";"Pandey PLC";"Satara"
13963;23901;4633.08;"2024-07-30 08:31:25";"Sundaram, Pandit and Pall";"Nashik"
13964;3255;6934.08;"2025-04-27 00:48:24";"Pau-Reddy";"Ahmednagar"
13965;9125;303.2;"2024-11-20 19:43:58";"Mandal Group";"Satara"
13966;47188;4070.16;"2024-12-31 07:14:07";"Grover PLC";"Ahmednagar"
13967;48660;17380.13;"2025-07-27 07:39:56";"Chaudhary Ltd";"Kolhapur"
13968;6683;17339.08;"2024-08-27 12:53:35";"Chaudhari-Yadav";"Aurangabad"
13969;27466;10786.64;"2024-07-05 10:38:36";"Warrior Ltd";"Thane"
13970;7287;4134.9;"2024-10-13 10:43:28";"Rai and Sons";"Kolhapur"
13971;15111;17381.83;"2024-08-26 13:32:15";"Kurian LLC";"Kolhapur"
13972;33171;6200.8;"2023-12-11 03:24:12";"Saran, Mangal and Ghose";"Ahmednagar"
13973;48936;8523.77;"2025-06-20 08:13:33";"Edwin-Chaudhari";"Mumbai"
13974;30762;1940.57;"2024-10-02 22:34:34";"Barman-Bassi";"Thane"
13975;21574;15078.36;"2024-11-15 00:44:05";"Gokhale, Karnik and Sastry";"Aurangabad"
13976;38283;19852.59;"2025-09-02 04:19:37";"Kant-Bala";"Kolhapur"
13977;49117;5236.49;"2025-01-23 15:19:57";"Puri Ltd";"Kolhapur"
13978;49467;5950.96;"2024-03-11 22:44:03";"Edwin PLC";"Kolhapur"
13979;47907;314.76;"2024-10-12 13:28:21";"Ravel, Reddy and Chatterjee";"Ahmednagar"
13980;25799;5336.39;"2024-02-29 19:37:23";"Narayanan Group";"Nagpur"
13981;23853;4707.02;"2025-07-28 06:37:36";"Varughese-Minhas";"Solapur"
13982;19587;19068.11;"2024-08-30 12:21:09";"Shere, Lala and Bansal";"Nagpur"
13983;12846;19033.91;"2024-09-23 08:26:17";"Naidu PLC";"Pune"
13984;7010;6413.15;"2025-08-10 00:50:29";"Dewan PLC";"Nashik"
13985;16796;11591.13;"2024-11-17 12:02:01";"Mitter-Krishna";"Thane"
13986;17219;1130.59;"2025-01-08 19:28:46";"Saraf, Iyer and Singhal";"Mumbai"
13987;27292;11168.53;"2025-02-20 11:14:44";"Kalita-Goswami";"Nagpur"
13988;41906;18533.63;"2024-06-07 15:21:36";"Bandi-Yogi";"Nashik"
13989;16743;4942.45;"2025-04-14 12:13:30";"Chauhan-Ahluwalia";"Mumbai"
13990;32537;15386.86;"2025-08-15 10:08:18";"Mukhopadhyay-Keer";"Nashik"
13991;24461;3156.24;"2025-05-01 16:52:26";"Butala, Gaba and Naik";"Nagpur"
13992;44367;15840.15;"2025-01-18 06:54:14";"Krishnan-Deshmukh";"Mumbai"
13993;6989;5895.64;"2024-10-31 09:06:46";"Chadha, Chander and Khare";"Aurangabad"
13994;37341;17689.14;"2025-01-30 20:54:01";"Mody-Garg";"Thane"
13995;3125;4175.93;"2024-09-01 14:26:44";"Sha Group";"Ahmednagar"
13996;13323;5167.35;"2025-09-11 09:56:27";"Balasubramanian PLC";"Pune"
13997;43905;10283.43;"2024-06-08 18:37:37";"Sarkar PLC";"Pune"
13998;3606;9362.37;"2025-11-04 01:20:55";"Kaul and Sons";"Satara"
13999;38866;9312.31;"2025-03-17 14:42:27";"Sarna-Mall";"Pune"
14000;1461;4637.91;"2025-07-08 10:49:55";"Wason-Keer";"Mumbai"
14001;4137;4781.67;"2025-03-18 00:45:35";"Cherian, Dalal and Karan";"Solapur"
14002;8472;18145.78;"2025-10-09 03:36:27";"Dora PLC";"Satara"
14003;3357;9261.61;"2024-09-23 11:28:58";"Bhatt-Bahri";"Mumbai"
14004;7471;11163.93;"2025-02-24 10:00:26";"Dasgupta-Sandhu";"Thane"
14005;29063;12358.7;"2024-07-04 17:39:19";"Chand-Nagi";"Satara"
14006;36583;2571.66;"2024-08-02 03:23:44";"Borde, Raman and Dayal";"Ahmednagar"
14007;20573;8157.73;"2024-09-10 05:19:58";"Radhakrishnan-Raj";"Ahmednagar"
14008;22356;9826.28;"2024-11-26 16:15:08";"Mitra-Minhas";"Nashik"
14009;12437;69.56;"2025-01-25 00:20:56";"Goel, Chopra and Nagi";"Aurangabad"
14010;43190;8872.92;"2025-10-20 02:34:25";"Dar Inc";"Thane"
14011;6449;10180.84;"2024-06-09 09:08:30";"Chokshi, Tripathi and Mahajan";"Ahmednagar"
14012;26386;11687.85;"2024-12-23 13:21:25";"Edwin-Raghavan";"Solapur"
14013;5508;9447.74;"2025-07-02 02:58:18";"Bhargava, Agrawal and Ramesh";"Kolhapur"
14014;29678;3095.18;"2025-09-14 20:01:54";"Chokshi, Prabhu and Sangha";"Thane"
14015;37870;8753.02;"2024-12-12 02:56:59";"Sami Ltd";"Aurangabad"
14016;29991;5032.4;"2024-01-29 23:37:37";"Hora-Thaman";"Nashik"
14017;7231;6036.41;"2025-09-18 10:03:05";"Johal Group";"Nagpur"
14018;8780;3836.45;"2024-03-20 13:00:59";"Nazareth, Bal and Naidu";"Thane"
14019;1792;14088.21;"2025-04-18 17:47:47";"Rama Group";"Pune"
14020;2979;17342.53;"2024-06-18 15:29:45";"Bhasin-Venkatesh";"Pune"
14021;2944;10320.3;"2024-01-29 18:56:58";"Mall Ltd";"Nashik"
14022;13966;19489.57;"2024-12-06 15:38:37";"Hegde, Uppal and Sastry";"Solapur"
14023;36254;6283.08;"2024-08-26 23:10:16";"Goda Ltd";"Nagpur"
14024;30484;1968.85;"2025-03-08 03:48:46";"Venkataraman-Sur";"Ahmednagar"
14025;38170;13855.61;"2025-04-25 00:35:48";"Chacko and Sons";"Pune"
14026;3685;19882.04;"2025-11-29 16:45:13";"Ramakrishnan and Sons";"Aurangabad"
14027;12929;1408.04;"2025-09-21 10:52:55";"Sampath, Kale and Panchal";"Ahmednagar"
14028;46729;19517.16;"2024-09-25 00:58:17";"Dar-Madan";"Nagpur"
14029;31553;19517.13;"2024-08-09 08:07:48";"Palla-Bobal";"Aurangabad"
14030;18858;5284.48;"2024-05-29 05:01:32";"Raval Group";"Pune"
14031;19349;5375.07;"2025-04-30 13:08:35";"Bora, Kaul and Rai";"Satara"
14032;31722;1053.28;"2024-02-22 15:21:22";"Sandhu Ltd";"Mumbai"
14033;25906;13253.67;"2025-10-11 21:54:19";"Narula-Badami";"Ahmednagar"
14034;10783;4007.94;"2025-07-30 23:50:52";"Chhabra, Shenoy and Dixit";"Mumbai"
14035;7499;737.8;"2025-10-01 16:05:46";"Chaudhuri-Keer";"Mumbai"
14036;49042;2424.78;"2025-11-14 09:46:59";"Natarajan PLC";"Thane"
14037;49563;1691.96;"2024-10-18 21:30:20";"Wali Group";"Solapur"
14038;39031;2239.78;"2024-10-24 18:21:18";"Dutta Ltd";"Ahmednagar"
14039;48189;4894.26;"2025-07-18 06:21:43";"Cherian-Goswami";"Thane"
14040;31309;7969.07;"2024-04-23 00:16:12";"Madan and Sons";"Mumbai"
14041;43987;13328.55;"2024-11-01 05:26:46";"Din PLC";"Nagpur"
14042;7655;16714.79;"2024-12-10 11:40:16";"Dhar, Venkataraman and Bassi";"Aurangabad"
14043;24131;11378.09;"2024-02-20 19:21:22";"Bhasin PLC";"Aurangabad"
14044;39114;4501.83;"2025-06-23 05:07:03";"Sachdeva, Modi and Dora";"Satara"
14045;33258;8197.38;"2024-09-28 08:32:04";"Kala-Mutti";"Mumbai"
14046;22535;16409.94;"2024-05-07 01:50:14";"Malhotra, Sharma and Nath";"Pune"
14047;24313;16057.19;"2024-04-17 06:39:50";"Tata, Khurana and Nair";"Nashik"
14048;11557;3100.5;"2024-11-04 09:05:43";"Sengupta-Sabharwal";"Kolhapur"
14049;19226;13494.99;"2025-11-26 02:47:22";"Subramanian, Brar and Sawhney";"Aurangabad"
14050;41182;15849.55;"2024-09-03 16:40:54";"Mitra-Bhalla";"Kolhapur"
14051;9519;9411.53;"2024-07-31 05:26:19";"Sheth and Sons";"Mumbai"
14052;10758;7428.47;"2024-01-30 05:17:30";"Garg-Bhatia";"Kolhapur"
14053;38126;6390.81;"2024-11-28 23:36:59";"Ganguly, Char and Solanki";"Aurangabad"
14054;18779;4553.43;"2024-11-14 08:36:48";"Verma, Choudhary and Aggarwal";"Solapur"
14055;48115;9494.72;"2025-05-07 12:49:58";"Parikh, Bera and Mallick";"Nashik"
14056;42561;9273.27;"2025-07-18 19:21:44";"Naidu Inc";"Kolhapur"
14057;25144;4119.15;"2025-09-25 01:12:24";"Mitra-Gill";"Nagpur"
14058;5532;18363.39;"2024-07-18 06:08:57";"Bir, Zachariah and Sarraf";"Pune"
14059;9011;5059.6;"2025-10-30 16:50:35";"Sarin Group";"Nagpur"
14060;21382;3901.61;"2025-01-18 03:56:54";"Halder-Randhawa";"Pune"
14061;1731;9468.07;"2024-07-01 02:23:03";"Mall-Cheema";"Nashik"
14062;16544;14250.86;"2025-01-23 21:08:43";"Muni Inc";"Aurangabad"
14063;14026;7951.08;"2025-04-09 17:56:41";"Guha Group";"Nagpur"
14064;45926;1376.74;"2025-04-18 03:37:26";"Srinivas Inc";"Aurangabad"
14065;43629;376.54;"2024-03-08 00:21:00";"Iyengar, Bawa and Dhingra";"Ahmednagar"
14066;48470;576.83;"2025-04-25 13:33:49";"Batra-Patla";"Kolhapur"
14067;20127;13943.53;"2025-10-19 20:14:21";"Nadkarni, Dyal and Sura";"Kolhapur"
14068;14564;17109.64;"2024-02-07 09:41:25";"Sengupta, Lata and Bose";"Kolhapur"
14069;15603;4334.16;"2024-12-27 03:25:44";"Mutti, Swaminathan and Biswas";"Solapur"
14070;27076;10616.16;"2025-05-22 20:59:39";"Bora Inc";"Mumbai"
14071;15146;15414.76;"2024-02-12 17:42:28";"Sule-Mammen";"Thane"
14072;41477;17330.68;"2025-11-06 15:33:01";"Patil-Sangha";"Kolhapur"
14073;14665;13603.82;"2025-05-14 04:27:19";"Biswas-Sinha";"Nagpur"
14074;38956;15224.7;"2024-09-28 15:36:29";"Modi Inc";"Ahmednagar"
