"account_id","customer_id","branch_id","account_type","balance","opening_date"
7848,7848,706,"Current",60881.4,"2020-03-09"
7849,7849,1150,"Saving",93937.31,"2024-11-14"
7850,7850,12418,"Current",157211.6,"2021-06-22"
7851,7851,46576,"Saving",19800.28,"2024-12-30"
7852,7852,17865,"Current",84041.22,"2023-06-20"
7853,7853,43515,"Current",10155.33,"2021-03-29"
7854,7854,41680,"Saving",136664.05,"2024-02-29"
7855,7855,25170,"Current",171828.96,"2023-11-22"
7856,7856,21228,"Current",166045.36,"2021-10-04"
7857,7857,9797,"Saving",80602.61,"2020-03-08"
7858,7858,42256,"Current",10734.38,"2021-06-03"
7859,7859,15990,"Current",38899.24,"2025-03-03"
7860,7860,31462,"Saving",112599.21,"2025-11-30"
7861,7861,46455,"Saving",123257.48,"2020-04-18"
7862,7862,17263,"Current",32018.88,"2018-04-19"
7863,7863,46790,"Current",88091.1,"2018-03-20"
7864,7864,5388,"Saving",105259.92,"2018-03-19"
7865,7865,7941,"Saving",61143.46,"2021-11-22"
7866,7866,10017,"Saving",159413.63,"2019-09-29"
7867,7867,4309,"Saving",31619.83,"2025-11-07"
7868,7868,46274,"Saving",184647.65,"2021-10-13"
7869,7869,19449,"Saving",93562.46,"2020-10-26"
7870,7870,35405,"Saving",99469.65,"2022-02-22"
7871,7871,24166,"Saving",117598.9,"2021-02-05"
7872,7872,43619,"Saving",175077.25,"2019-03-10"
7873,7873,10688,"Saving",176414.61,"2023-06-24"
7874,7874,25147,"Saving",177726.02,"2021-04-27"
7875,7875,30246,"Saving",97637.32,"2024-06-01"
7876,7876,48433,"Current",15400.39,"2020-04-21"
7877,7877,24301,"Saving",87554.08,"2023-01-04"
7878,7878,44772,"Saving",87114.32,"2022-11-29"
7879,7879,47522,"Current",186972.96,"2023-10-28"
7880,7880,18847,"Saving",48367.96,"2020-08-09"
7881,7881,45276,"Saving",169310.37,"2018-12-22"
7882,7882,27038,"Current",180877.74,"2018-01-14"
7883,7883,45781,"Current",122725.93,"2023-06-07"
7884,7884,3254,"Current",164620.55,"2019-01-17"
7885,7885,46970,"Saving",108486.91,"2023-01-20"
7886,7886,45648,"Saving",15948.61,"2021-02-13"
7887,7887,36025,"Saving",88881.01,"2019-01-06"
7888,7888,29712,"Saving",191407.43,"2018-09-17"
7889,7889,37292,"Saving",117779.93,"2023-05-19"
7890,7890,9837,"Saving",73297.95,"2022-04-14"
7891,7891,43061,"Current",89223.97,"2023-07-30"
7892,7892,17394,"Saving",181446.04,"2019-08-05"
7893,7893,3816,"Current",147455.96,"2023-11-02"
7894,7894,46292,"Saving",36450.9,"2019-09-27"
7895,7895,6288,"Current",3072.09,"2022-06-14"
7896,7896,34043,"Saving",160129.8,"2019-08-18"
7897,7897,26390,"Saving",161990.39,"2022-08-26"
7898,7898,15849,"Saving",111151.46,"2025-05-06"
7899,7899,658,"Current",83922.4,"2019-01-29"
7900,7900,11804,"Saving",90054.35,"2019-05-06"
7901,7901,5767,"Saving",9359.66,"2020-12-13"
7902,7902,48666,"Current",45828.74,"2025-04-09"
7903,7903,5869,"Current",94981.92,"2019-04-22"
7904,7904,47984,"Saving",167975.6,"2023-05-31"
7905,7905,34610,"Saving",133654.63,"2018-07-17"
7906,7906,14494,"Saving",96621.76,"2018-05-11"
7907,7907,23574,"Saving",34677.34,"2022-09-19"
7908,7908,36293,"Current",172530.25,"2021-02-05"
7909,7909,28983,"Saving",29590.87,"2018-08-17"
7910,7910,48398,"Current",76719.12,"2022-11-22"
7911,7911,33953,"Saving",5783.78,"2023-03-14"
7912,7912,17169,"Saving",195695.56,"2023-08-05"
7913,7913,2539,"Saving",141987.18,"2025-10-27"
7914,7914,22872,"Current",14148.83,"2020-06-27"
7915,7915,27600,"Current",34054.95,"2019-01-01"
7916,7916,48481,"Current",68008.55,"2018-07-16"
7917,7917,43529,"Current",85929.98,"2024-06-02"
7918,7918,10907,"Saving",157000.42,"2024-11-09"
7919,7919,22705,"Saving",17782.29,"2023-11-28"
7920,7920,24978,"Current",1783.22,"2024-08-31"
7921,7921,13901,"Current",112920.9,"2019-07-04"
7922,7922,30352,"Saving",44149.26,"2025-04-25"
7923,7923,34568,"Current",136775.2,"2021-06-15"
7924,7924,32301,"Current",167336.75,"2020-01-10"
7925,7925,14182,"Current",154296.43,"2022-09-12"
7926,7926,30133,"Saving",38555.95,"2021-10-26"
7927,7927,6348,"Current",57064.99,"2018-09-19"
7928,7928,18637,"Current",53939.76,"2019-12-03"
7929,7929,43081,"Current",112732.48,"2024-12-10"
7930,7930,44842,"Current",59741.57,"2018-04-20"
7931,7931,41943,"Current",23456.35,"2025-08-15"
7932,7932,4460,"Saving",29388.31,"2021-08-07"
7933,7933,17305,"Current",62672.99,"2021-06-25"
7934,7934,12705,"Current",187150.07,"2017-12-11"
7935,7935,34812,"Current",134997.16,"2019-02-05"
7936,7936,24088,"Current",124112.07,"2018-06-04"
7937,7937,36514,"Current",70013.07,"2025-04-09"
7938,7938,34205,"Current",58520.18,"2025-01-17"
7939,7939,9569,"Current",161806.95,"2025-03-24"
7940,7940,28434,"Saving",154256.87,"2023-07-14"
7941,7941,45911,"Saving",16255.43,"2021-11-17"
7942,7942,6405,"Current",11923.01,"2020-02-23"
7943,7943,46761,"Saving",171240.66,"2024-01-19"
7944,7944,25770,"Saving",169642.17,"2020-12-15"
7945,7945,46721,"Current",159471.6,"2018-09-25"
7946,7946,35073,"Saving",144102.85,"2019-10-19"
7947,7947,10237,"Saving",198449.65,"2025-11-15"
7948,7948,25595,"Current",117372.65,"2023-04-07"
7949,7949,30292,"Current",136773.83,"2022-04-10"
7950,7950,16194,"Current",73070.0,"2025-05-06"
7951,7951,29471,"Current",6031.83,"2020-08-31"
7952,7952,31839,"Saving",169958.05,"2020-07-23"
7953,7953,15736,"Saving",117232.25,"2021-01-23"
7954,7954,27169,"Saving",35646.71,"2025-07-26"
7955,7955,12999,"Saving",4761.18,"2022-08-17"
7956,7956,32121,"Saving",163504.82,"2021-04-15"
7957,7957,31492,"Current",170765.04,"2019-01-14"
7958,7958,48703,"Current",2590.0,"2024-01-02"
7959,7959,6330,"Saving",162533.5,"2022-09-26"
7960,7960,11940,"Saving",136845.5,"2018-03-08"
7961,7961,23716,"Current",179247.17,"2022-11-24"
7962,7962,12800,"Saving",55573.55,"2025-11-22"
7963,7963,37878,"Current",143419.4,"2020-04-19"
7964,7964,26332,"Current",40431.11,"2024-10-11"
7965,7965,43731,"Saving",186097.36,"2021-06-22"
7966,7966,2629,"Saving",134955.09,"2022-06-08"
7967,7967,7358,"Current",4509.95,"2024-09-08"
7968,7968,17852,"Saving",43098.4,"2025-03-18"
7969,7969,26106,"Current",191459.73,"2019-03-22"
7970,7970,47719,"Current",3189.48,"2025-08-30"
7971,7971,40087,"Current",189241.18,"2020-07-03"
7972,7972,24739,"Saving",147611.56,"2022-04-23"
7973,7973,11492,"Current",122653.79,"2020-03-29"
7974,7974,19621,"Saving",122181.26,"2020-07-03"
7975,7975,37520,"Current",12995.36,"2024-11-02"
7976,7976,45224,"Saving",97529.11,"2021-11-18"
7977,7977,2605,"Saving",22671.07,"2019-09-20"
7978,7978,1657,"Current",72052.82,"2021-04-26"
7979,7979,29224,"Saving",88945.73,"2018-07-16"
7980,7980,28681,"Current",99301.55,"2023-06-07"
7981,7981,47365,"Current",134138.31,"2022-10-29"
7982,7982,49913,"Current",6430.91,"2021-04-21"
7983,7983,15126,"Saving",60854.56,"2021-01-11"
7984,7984,43373,"Saving",125086.5,"2021-12-13"
7985,7985,30852,"Saving",32750.33,"2022-06-18"
7986,7986,10254,"Current",112698.89,"2023-09-29"
7987,7987,20832,"Saving",162588.37,"2018-01-02"
7988,7988,35558,"Saving",86486.29,"2025-01-29"
7989,7989,43056,"Saving",149492.48,"2025-09-04"
7990,7990,6686,"Saving",132157.79,"2025-06-16"
7991,7991,16818,"Current",2026.58,"2022-02-07"
7992,7992,42958,"Saving",112256.53,"2020-02-26"
7993,7993,24101,"Saving",182952.16,"2023-03-12"
7994,7994,28571,"Saving",168531.45,"2019-10-01"
7995,7995,48470,"Saving",76988.04,"2023-10-22"
7996,7996,34515,"Current",27428.25,"2023-11-05"
7997,7997,44407,"Saving",177589.72,"2023-01-07"
7998,7998,1866,"Current",56925.5,"2019-01-17"
7999,7999,30488,"Saving",22455.68,"2019-01-31"
8000,8000,47728,"Saving",1566.45,"2018-09-14"
8001,8001,29634,"Saving",30733.96,"2025-02-20"
8002,8002,16283,"Saving",53309.93,"2019-10-12"
8003,8003,15695,"Saving",83190.13,"2025-11-29"
8004,8004,17981,"Saving",106483.49,"2024-01-03"
8005,8005,37444,"Saving",3623.11,"2022-11-23"
8006,8006,22431,"Saving",106410.51,"2019-09-14"
8007,8007,9048,"Current",107884.35,"2019-05-25"
8008,8008,40465,"Saving",64882.57,"2025-03-28"
8009,8009,22259,"Current",167335.42,"2021-01-11"
8010,8010,37018,"Current",145053.99,"2019-02-25"
8011,8011,39461,"Saving",159929.23,"2020-05-23"
8012,8012,13210,"Current",163347.28,"2020-06-02"
8013,8013,9207,"Current",84934.02,"2020-02-12"
8014,8014,40734,"Current",192032.1,"2019-05-06"
8015,8015,34386,"Saving",126847.84,"2023-11-21"
8016,8016,24302,"Saving",61350.99,"2025-01-24"
8017,8017,49224,"Saving",24792.19,"2025-09-04"
8018,8018,11780,"Current",156357.5,"2023-07-22"
8019,8019,34588,"Current",112100.09,"2024-07-18"
8020,8020,22111,"Current",167213.17,"2023-08-05"
8021,8021,7426,"Current",111231.61,"2025-11-01"
8022,8022,13275,"Saving",108651.69,"2018-08-17"
8023,8023,19537,"Current",171806.88,"2023-11-23"
8024,8024,15738,"Current",145715.55,"2022-11-21"
8025,8025,13337,"Current",79588.89,"2018-12-07"
8026,8026,24805,"Saving",2529.47,"2021-11-10"
8027,8027,44451,"Current",154731.51,"2018-05-29"
8028,8028,37150,"Current",101704.47,"2019-02-17"
8029,8029,39236,"Saving",158092.3,"2018-06-06"
8030,8030,19328,"Current",78400.24,"2019-08-23"
8031,8031,22037,"Saving",199624.7,"2021-12-29"
8032,8032,24742,"Current",85662.35,"2022-12-14"
8033,8033,38737,"Saving",44250.17,"2023-11-07"
8034,8034,38244,"Current",33072.27,"2018-03-21"
8035,8035,31776,"Saving",10983.32,"2019-09-29"
8036,8036,18025,"Saving",111024.73,"2019-03-31"
8037,8037,21599,"Current",179401.07,"2025-05-24"
8038,8038,458,"Saving",156972.0,"2025-08-04"
8039,8039,34936,"Saving",140194.46,"2020-05-06"
8040,8040,24086,"Current",147372.61,"2024-11-14"
8041,8041,32461,"Current",104861.79,"2021-10-19"
8042,8042,1750,"Saving",121706.19,"2020-08-11"
8043,8043,10294,"Current",101807.36,"2022-11-22"
8044,8044,30578,"Current",123567.78,"2020-05-25"
8045,8045,8321,"Saving",101454.49,"2022-10-19"
8046,8046,24460,"Saving",174505.25,"2022-06-22"
8047,8047,26207,"Saving",177872.5,"2019-01-29"
8048,8048,39671,"Saving",148349.09,"2022-01-04"
8049,8049,38481,"Saving",155140.53,"2019-02-27"
8050,8050,47636,"Current",74452.14,"2022-06-13"
8051,8051,11290,"Current",51679.92,"2023-10-14"
8052,8052,33104,"Saving",125095.56,"2025-01-31"
8053,8053,48362,"Current",82749.68,"2023-09-16"
8054,8054,27588,"Current",75749.11,"2024-07-29"
8055,8055,27447,"Current",38935.14,"2017-12-30"
8056,8056,4547,"Current",50357.87,"2022-03-26"
8057,8057,41887,"Saving",169110.41,"2025-03-31"
8058,8058,1152,"Saving",134728.58,"2022-08-29"
8059,8059,34328,"Current",94091.07,"2025-05-06"
8060,8060,6219,"Saving",147864.88,"2018-04-07"
8061,8061,38203,"Saving",43130.8,"2022-11-09"
8062,8062,18520,"Saving",154883.72,"2019-07-10"
8063,8063,39116,"Current",177960.58,"2025-07-06"
8064,8064,12147,"Current",68694.04,"2018-06-18"
8065,8065,7675,"Current",89888.51,"2024-06-30"
8066,8066,23669,"Saving",50958.38,"2020-03-09"
8067,8067,13538,"Current",51906.54,"2020-05-24"
8068,8068,42326,"Current",140791.9,"2018-06-14"
8069,8069,47362,"Current",145072.62,"2023-01-05"
8070,8070,44409,"Saving",96180.54,"2025-09-20"
8071,8071,40763,"Current",179606.65,"2022-10-02"
8072,8072,10346,"Current",139404.39,"2021-08-07"
8073,8073,7092,"Current",178030.21,"2019-10-08"
8074,8074,38393,"Current",2360.54,"2019-06-26"
8075,8075,22420,"Saving",159197.97,"2023-08-03"
8076,8076,29061,"Current",115369.04,"2018-11-07"
8077,8077,18714,"Saving",145877.84,"2022-06-03"
8078,8078,23101,"Current",154135.52,"2018-09-12"
8079,8079,31661,"Current",116206.21,"2022-09-25"
8080,8080,29509,"Current",162384.76,"2019-03-10"
8081,8081,3249,"Saving",103122.23,"2025-02-19"
8082,8082,39453,"Saving",1940.32,"2021-12-30"
8083,8083,46953,"Current",48921.46,"2023-02-13"
8084,8084,33548,"Current",140193.11,"2025-08-12"
8085,8085,36231,"Saving",159534.39,"2019-11-13"
8086,8086,4462,"Saving",128268.06,"2023-02-10"
8087,8087,7303,"Current",194967.33,"2018-02-25"
8088,8088,3853,"Current",24205.28,"2023-10-06"
8089,8089,5271,"Current",94862.79,"2022-09-27"
8090,8090,44051,"Saving",186135.05,"2019-12-20"
8091,8091,45403,"Saving",146681.45,"2023-11-09"
8092,8092,37827,"Saving",150295.38,"2018-11-09"
8093,8093,7402,"Saving",96189.26,"2021-12-11"
8094,8094,25866,"Current",73475.61,"2022-11-24"
8095,8095,4980,"Current",169433.7,"2020-05-04"
8096,8096,23865,"Current",137691.28,"2020-04-18"
8097,8097,9466,"Saving",152477.97,"2018-10-29"
8098,8098,19222,"Saving",1901.52,"2019-08-13"
8099,8099,49226,"Current",61182.44,"2018-10-06"
8100,8100,26643,"Current",54126.37,"2024-08-19"
8101,8101,43291,"Current",8757.21,"2023-10-13"
8102,8102,2069,"Saving",174859.4,"2021-01-10"
8103,8103,27114,"Current",166281.93,"2021-02-03"
8104,8104,6063,"Current",177525.67,"2018-08-31"
8105,8105,20998,"Current",129873.92,"2024-09-24"
8106,8106,5730,"Saving",98815.56,"2020-09-26"
8107,8107,39290,"Saving",99987.15,"2020-07-22"
8108,8108,21082,"Current",46362.59,"2019-12-25"
8109,8109,11975,"Current",35483.62,"2020-03-05"
8110,8110,4885,"Saving",70450.21,"2025-07-25"
8111,8111,18833,"Saving",62045.37,"2022-12-26"
8112,8112,24666,"Saving",126027.0,"2024-04-06"
8113,8113,25143,"Saving",31174.68,"2021-06-03"
8114,8114,42479,"Current",180855.54,"2024-01-05"
8115,8115,17444,"Saving",10713.93,"2019-03-07"
8116,8116,45909,"Current",105420.47,"2021-09-27"
8117,8117,26091,"Current",100806.74,"2019-11-11"
8118,8118,49538,"Current",130208.36,"2023-09-10"
8119,8119,4669,"Current",129573.48,"2024-06-23"
8120,8120,13964,"Saving",181034.82,"2021-12-10"
8121,8121,32455,"Current",19079.75,"2021-10-01"
8122,8122,45082,"Saving",183506.87,"2020-03-01"
8123,8123,31419,"Saving",80269.87,"2023-12-30"
8124,8124,27145,"Current",130038.97,"2021-09-20"
8125,8125,16038,"Saving",85618.34,"2024-06-22"
8126,8126,15027,"Current",153077.59,"2021-04-11"
8127,8127,44343,"Saving",144264.84,"2024-05-31"
8128,8128,29866,"Current",116525.25,"2021-11-20"
8129,8129,20869,"Saving",36524.6,"2018-07-16"
8130,8130,35975,"Current",156180.92,"2024-11-14"
8131,8131,32668,"Current",77278.76,"2022-05-14"
8132,8132,44914,"Current",100631.75,"2024-06-16"
8133,8133,37758,"Current",42705.67,"2024-01-25"
8134,8134,18947,"Saving",45827.57,"2020-12-28"
8135,8135,49505,"Saving",3480.56,"2023-05-25"
8136,8136,10503,"Saving",80455.53,"2021-03-31"
8137,8137,21006,"Saving",187938.79,"2018-03-07"
8138,8138,36988,"Current",197899.54,"2021-06-15"
8139,8139,13689,"Current",148223.69,"2022-09-22"
8140,8140,28351,"Current",175379.16,"2019-06-30"
8141,8141,13973,"Saving",97346.23,"2022-08-22"
8142,8142,42556,"Saving",118655.01,"2022-01-27"
8143,8143,49143,"Current",9898.29,"2017-12-10"
8144,8144,33964,"Saving",17699.31,"2025-06-29"
8145,8145,28463,"Saving",121222.41,"2021-05-26"
8146,8146,7480,"Current",48140.23,"2021-11-29"
8147,8147,39204,"Saving",4327.32,"2021-02-01"
8148,8148,43419,"Current",129277.13,"2022-01-17"
8149,8149,9501,"Saving",178392.43,"2020-11-29"
8150,8150,913,"Current",69166.0,"2021-01-24"
8151,8151,13730,"Current",51505.79,"2020-06-29"
8152,8152,19164,"Saving",47174.35,"2020-09-09"
8153,8153,2600,"Saving",141895.57,"2023-03-19"
8154,8154,1936,"Current",62175.02,"2018-03-16"
8155,8155,20549,"Current",47954.81,"2022-06-16"
8156,8156,23048,"Saving",122493.81,"2025-09-09"
8157,8157,41615,"Saving",170303.1,"2021-05-29"
8158,8158,25183,"Saving",176781.13,"2020-12-04"
8159,8159,8895,"Current",87628.6,"2021-10-10"
8160,8160,3614,"Current",26368.72,"2021-10-09"
8161,8161,35638,"Current",178341.22,"2024-11-20"
8162,8162,48251,"Current",120481.63,"2021-10-11"
8163,8163,25207,"Current",27269.79,"2021-06-05"
8164,8164,46353,"Saving",45816.35,"2018-08-29"
8165,8165,33929,"Current",78204.02,"2018-10-17"
8166,8166,24260,"Saving",165487.66,"2022-05-15"
8167,8167,913,"Saving",4257.44,"2018-01-02"
8168,8168,8799,"Current",83993.32,"2023-12-01"
8169,8169,2090,"Saving",156013.76,"2023-06-09"
8170,8170,41257,"Saving",166280.05,"2022-11-01"
8171,8171,18561,"Current",39704.24,"2017-12-21"
8172,8172,26343,"Saving",87464.04,"2020-03-17"
8173,8173,41487,"Current",117194.12,"2023-02-19"
8174,8174,28641,"Saving",147360.67,"2020-11-25"
8175,8175,18770,"Saving",52934.5,"2025-08-24"
8176,8176,11466,"Saving",109927.03,"2020-07-10"
8177,8177,47548,"Saving",144171.35,"2025-04-27"
8178,8178,4219,"Current",82004.24,"2024-11-25"
8179,8179,20034,"Current",16719.11,"2018-02-19"
8180,8180,46182,"Current",81707.54,"2025-08-03"
8181,8181,10748,"Current",38238.83,"2018-12-08"
8182,8182,49301,"Current",175160.48,"2023-07-01"
8183,8183,23838,"Current",173746.38,"2018-06-16"
8184,8184,31058,"Current",123380.72,"2023-07-02"
8185,8185,10895,"Current",198167.38,"2020-03-16"
8186,8186,27895,"Current",158922.11,"2023-09-13"
8187,8187,7619,"Current",104102.08,"2021-09-26"
8188,8188,26968,"Saving",140933.74,"2018-03-06"
8189,8189,11015,"Saving",33465.16,"2025-03-30"
8190,8190,17998,"Saving",136098.52,"2024-05-12"
8191,8191,44885,"Saving",152597.39,"2019-01-22"
8192,8192,24498,"Saving",130853.0,"2022-04-19"
8193,8193,4094,"Current",97503.64,"2021-03-31"
8194,8194,9404,"Current",188688.88,"2025-09-12"
8195,8195,9935,"Current",38387.51,"2024-04-29"
8196,8196,31013,"Saving",77399.83,"2022-09-19"
8197,8197,19788,"Saving",46343.82,"2021-05-05"
8198,8198,43110,"Saving",84597.75,"2025-04-11"
8199,8199,5208,"Saving",45697.97,"2022-11-02"
8200,8200,48348,"Current",140403.33,"2023-01-26"
8201,8201,19481,"Saving",25370.96,"2020-08-23"
8202,8202,30348,"Saving",166624.58,"2018-07-22"
8203,8203,35481,"Current",83978.27,"2022-11-24"
8204,8204,24684,"Current",3808.64,"2025-04-22"
8205,8205,49417,"Saving",153782.47,"2018-04-15"
8206,8206,38571,"Current",126450.84,"2024-06-23"
8207,8207,40140,"Current",59494.07,"2020-07-25"
8208,8208,49649,"Current",141909.09,"2024-07-07"
8209,8209,46881,"Saving",191884.5,"2017-12-10"
8210,8210,21301,"Saving",196196.32,"2021-06-17"
8211,8211,12575,"Current",170318.75,"2025-01-29"
8212,8212,23137,"Current",153429.22,"2022-06-10"
8213,8213,7360,"Current",15031.25,"2024-06-03"
8214,8214,13883,"Saving",93236.07,"2018-09-13"
8215,8215,22653,"Saving",195826.93,"2021-12-15"
8216,8216,44488,"Current",115967.94,"2022-11-27"
8217,8217,12248,"Current",59042.58,"2019-10-12"
8218,8218,35174,"Saving",78849.95,"2024-01-03"
8219,8219,34345,"Current",107800.95,"2018-03-07"
8220,8220,729,"Current",166757.97,"2023-06-12"
8221,8221,6419,"Current",30826.47,"2025-12-07"
8222,8222,42803,"Saving",45390.11,"2022-01-04"
8223,8223,11234,"Saving",143660.15,"2018-12-22"
8224,8224,39662,"Saving",102240.17,"2019-04-03"
8225,8225,5097,"Current",71245.02,"2024-01-12"
8226,8226,34613,"Current",73978.84,"2025-09-30"
8227,8227,34724,"Saving",57276.72,"2023-12-22"
8228,8228,46983,"Current",88582.28,"2025-10-27"
8229,8229,60,"Saving",98494.99,"2020-11-30"
8230,8230,11206,"Saving",126751.4,"2018-03-04"
8231,8231,1964,"Current",50607.51,"2021-08-25"
8232,8232,22522,"Saving",151452.24,"2023-09-02"
8233,8233,10211,"Saving",174496.08,"2017-12-20"
8234,8234,36819,"Saving",105068.4,"2024-06-25"
8235,8235,34380,"Saving",29486.99,"2020-04-14"
8236,8236,40466,"Saving",39630.17,"2024-07-19"
8237,8237,39279,"Current",188092.58,"2025-07-10"
8238,8238,9680,"Current",145499.53,"2022-05-24"
8239,8239,17933,"Saving",100147.96,"2019-01-05"
8240,8240,39329,"Current",24947.43,"2019-02-14"
8241,8241,12200,"Current",14431.52,"2022-05-09"
8242,8242,36435,"Saving",165465.25,"2018-07-20"
8243,8243,13488,"Current",17137.36,"2018-05-30"
8244,8244,46079,"Current",30108.22,"2020-09-27"
8245,8245,14981,"Current",115574.56,"2019-04-15"
8246,8246,15674,"Saving",139305.89,"2021-10-26"
8247,8247,30315,"Saving",26092.3,"2021-09-07"
8248,8248,27035,"Current",103284.65,"2024-06-14"
8249,8249,23984,"Current",136394.98,"2024-01-05"
8250,8250,29472,"Saving",52237.63,"2021-06-16"
8251,8251,568,"Current",118086.15,"2020-01-13"
8252,8252,15323,"Current",46687.2,"2023-04-14"
8253,8253,49270,"Current",79461.57,"2024-04-11"
8254,8254,3046,"Saving",119607.04,"2021-06-17"
8255,8255,20207,"Saving",62449.46,"2023-07-18"
8256,8256,10945,"Current",109642.41,"2022-12-09"
8257,8257,21200,"Current",174116.64,"2021-02-25"
8258,8258,48437,"Saving",184601.97,"2023-06-04"
8259,8259,14217,"Current",165901.77,"2025-11-17"
8260,8260,25431,"Current",118180.4,"2022-11-28"
8261,8261,39073,"Saving",138119.73,"2020-07-24"
8262,8262,45378,"Saving",116138.15,"2021-07-07"
8263,8263,38578,"Saving",63308.77,"2018-11-29"
8264,8264,39901,"Saving",10019.16,"2020-07-19"
8265,8265,29526,"Current",34056.44,"2024-03-26"
8266,8266,3878,"Saving",116891.36,"2023-03-15"
8267,8267,32881,"Saving",81560.7,"2024-05-05"
8268,8268,30516,"Saving",139937.83,"2025-08-18"
8269,8269,12873,"Current",20021.2,"2025-02-04"
8270,8270,30157,"Current",150059.69,"2023-12-14"
8271,8271,42983,"Saving",138689.0,"2024-08-27"
8272,8272,35335,"Saving",188421.93,"2021-09-19"
8273,8273,8420,"Saving",139158.73,"2024-02-26"
8274,8274,39107,"Current",37710.78,"2022-02-17"
8275,8275,49660,"Saving",31876.95,"2020-03-16"
8276,8276,37957,"Current",169724.44,"2025-09-02"
8277,8277,45841,"Current",127159.83,"2018-10-20"
8278,8278,43461,"Saving",134004.33,"2021-11-21"
8279,8279,15426,"Current",142833.96,"2018-09-22"
8280,8280,36861,"Saving",141509.49,"2022-07-07"
8281,8281,19710,"Current",12969.2,"2024-12-02"
8282,8282,14622,"Saving",16501.62,"2024-01-10"
8283,8283,341,"Current",152177.5,"2018-03-21"
8284,8284,44743,"Current",124475.92,"2019-08-07"
8285,8285,33325,"Saving",186900.93,"2019-11-25"
8286,8286,2670,"Current",69345.99,"2025-07-09"
8287,8287,21020,"Current",144945.65,"2023-02-06"
8288,8288,18606,"Saving",141393.94,"2019-06-25"
8289,8289,1069,"Current",159921.69,"2019-05-18"
8290,8290,28343,"Current",195045.14,"2023-07-25"
8291,8291,25056,"Current",68300.27,"2020-10-16"
8292,8292,3402,"Saving",119009.34,"2021-09-24"
8293,8293,3626,"Current",159142.3,"2024-11-30"
8294,8294,2512,"Current",2360.93,"2018-07-09"
8295,8295,9559,"Current",127406.03,"2021-02-25"
8296,8296,17399,"Current",171290.27,"2019-08-01"
8297,8297,23605,"Current",54356.62,"2021-04-05"
8298,8298,14025,"Saving",93806.33,"2019-03-26"
8299,8299,15851,"Saving",148571.86,"2017-12-24"
8300,8300,36919,"Saving",99903.59,"2018-05-27"
8301,8301,608,"Saving",100972.3,"2018-12-04"
8302,8302,18731,"Current",121946.07,"2024-04-21"
8303,8303,44020,"Saving",157887.29,"2023-01-30"
8304,8304,43005,"Current",112888.39,"2022-08-03"
8305,8305,3508,"Current",104062.33,"2024-04-18"
8306,8306,42893,"Current",14607.37,"2023-09-30"
8307,8307,30082,"Current",114851.41,"2018-04-30"
8308,8308,12105,"Saving",94519.75,"2019-02-09"
8309,8309,22424,"Saving",133243.67,"2022-02-03"
8310,8310,42892,"Current",85945.99,"2022-03-02"
8311,8311,25776,"Current",149188.87,"2020-09-01"
8312,8312,29824,"Current",156436.44,"2023-06-08"
8313,8313,36681,"Saving",121642.34,"2018-10-26"
8314,8314,45964,"Current",158899.5,"2021-03-30"
8315,8315,33810,"Current",62912.61,"2020-04-21"
8316,8316,4358,"Current",170629.21,"2025-01-24"
8317,8317,25966,"Current",108381.77,"2025-10-11"
8318,8318,30468,"Saving",182122.31,"2021-11-27"
8319,8319,38024,"Saving",71564.94,"2021-03-22"
8320,8320,37047,"Saving",50865.16,"2025-08-17"
8321,8321,1832,"Saving",4399.19,"2018-05-14"
8322,8322,15629,"Current",110377.74,"2020-10-15"
8323,8323,24772,"Saving",50805.29,"2022-02-25"
8324,8324,37773,"Saving",160881.23,"2025-09-08"
8325,8325,42180,"Current",98192.73,"2021-05-23"
8326,8326,18027,"Saving",101446.01,"2022-12-19"
8327,8327,17948,"Current",91740.64,"2021-09-27"
8328,8328,20232,"Saving",93859.32,"2023-08-04"
8329,8329,31483,"Saving",87173.22,"2024-03-05"
8330,8330,8430,"Saving",106578.49,"2021-12-23"
8331,8331,30013,"Saving",98371.62,"2023-08-15"
8332,8332,37833,"Saving",39089.3,"2023-07-04"
8333,8333,36945,"Current",49811.32,"2018-12-07"
8334,8334,38605,"Saving",142016.82,"2023-01-28"
8335,8335,3871,"Saving",168013.33,"2018-04-10"
8336,8336,7363,"Current",198989.74,"2021-02-14"
8337,8337,37970,"Saving",15708.82,"2019-03-13"
8338,8338,6863,"Saving",56328.78,"2020-04-01"
8339,8339,26545,"Current",78301.53,"2023-09-24"
8340,8340,7175,"Current",25797.37,"2019-09-12"
8341,8341,36234,"Current",82680.19,"2018-10-04"
8342,8342,16173,"Saving",60312.09,"2018-05-17"
8343,8343,2307,"Current",1398.16,"2021-12-02"
8344,8344,17518,"Current",80420.22,"2022-10-02"
8345,8345,14243,"Saving",55718.51,"2022-01-22"
8346,8346,32051,"Saving",50469.45,"2021-09-22"
8347,8347,3885,"Saving",189787.16,"2022-12-17"
8348,8348,33081,"Current",109131.6,"2024-02-09"
8349,8349,3449,"Current",148810.06,"2022-09-24"
8350,8350,11920,"Saving",65157.82,"2019-10-04"
8351,8351,6854,"Saving",158550.44,"2021-07-16"
8352,8352,24729,"Saving",68469.14,"2022-04-28"
8353,8353,41478,"Current",178770.29,"2023-07-08"
8354,8354,31978,"Current",171629.08,"2018-03-05"
8355,8355,6541,"Saving",46591.33,"2021-04-27"
