"loan_id";"customer_id";"branch_id";"loan_type";"loan_amount";"interest_rate";"start_date"
12168;17289;7828;"Home Loan";4390153.33;7.97;"2023-06-18"
12169;34752;19058;"Education Loan";755519.43;8.12;"2018-12-04"
12170;21077;1760;"Education Loan";1561475.52;7.59;"2022-03-23"
12171;18676;48412;"Personal Loan";3212344.33;11.27;"2022-05-15"
12172;25419;43464;"Education Loan";2577634.19;11.21;"2019-05-02"
12173;25990;32893;"Education Loan";4450756.15;9.75;"2021-04-18"
12174;15997;9037;"Car Loan";3144112.52;11.12;"2019-06-08"
12175;39486;35747;"Education Loan";476395.77;8.65;"2020-07-25"
12176;20621;11571;"Personal Loan";2793231.17;8.87;"2024-06-06"
12177;39999;11825;"Home Loan";2997344.51;8.51;"2024-11-08"
12178;30332;28027;"Personal Loan";1887638.17;7.07;"2018-02-23"
12179;38652;10914;"Home Loan";1139586.84;9.33;"2018-06-07"
12180;46807;32812;"Education Loan";934070.79;7.86;"2022-09-25"
12181;6512;45857;"Car Loan";196832.11;10.98;"2021-04-15"
12182;23991;17826;"Education Loan";4356252.11;11.21;"2020-08-16"
12183;9165;26509;"Personal Loan";4829494.52;7.3;"2020-09-04"
12184;14564;38766;"Car Loan";2537990.39;7.88;"2025-04-10"
12185;25632;41686;"Personal Loan";4028326.33;6.95;"2019-07-15"
12186;8050;24400;"Personal Loan";1173454.4;6.8;"2020-10-21"
12187;33521;36850;"Home Loan";623444.04;11.69;"2020-07-27"
12188;44521;33984;"Personal Loan";4364122.08;11.08;"2018-05-04"
12189;10044;45574;"Education Loan";561191.28;12.12;"2019-08-03"
12190;39622;13384;"Education Loan";2569203.51;8.66;"2020-05-21"
12191;28174;15825;"Personal Loan";1756498.12;10.43;"2024-10-05"
12192;14526;43138;"Home Loan";276473.33;10.89;"2020-11-10"
12193;11502;28182;"Home Loan";2164278.3;8.78;"2018-09-22"
12194;25059;22965;"Education Loan";4892726.88;8.04;"2018-10-18"
12195;29105;20410;"Education Loan";784068.35;9.83;"2018-04-14"
12196;32903;44065;"Car Loan";3920394.22;8.91;"2024-05-24"
12197;28004;49940;"Education Loan";4958565.25;7.31;"2018-11-08"
12198;42599;1467;"Personal Loan";1888331.65;8.07;"2023-05-14"
12199;29554;20757;"Education Loan";2727716.05;10.58;"2019-05-06"
12200;21206;21495;"Home Loan";3159658.01;11.54;"2018-01-30"
12201;1889;11967;"Home Loan";3059636.8;12.3;"2019-05-06"
12202;1195;35182;"Home Loan";739141.85;12.39;"2020-09-02"
12203;23678;45099;"Car Loan";1845925.43;12.35;"2022-07-26"
12204;28959;27573;"Education Loan";4664539.58;10.61;"2022-11-21"
12205;47601;6025;"Education Loan";3351985.45;12.33;"2020-07-01"
12206;4352;34388;"Car Loan";175940.09;11.6;"2022-12-26"
12207;8782;49237;"Car Loan";4042849.76;12.31;"2022-02-19"
12208;12829;48353;"Home Loan";609793.91;6.59;"2025-03-30"
12209;39118;31580;"Personal Loan";371302.69;7.28;"2022-05-19"
12210;38245;10857;"Car Loan";2021619.75;10.17;"2023-12-05"
12211;46292;35138;"Education Loan";1383646.85;9.26;"2021-11-27"
12212;32394;26847;"Home Loan";555789.01;9.59;"2023-10-19"
12213;31433;29410;"Home Loan";1395107.52;11.35;"2024-07-10"
12214;31738;44726;"Personal Loan";2788390.58;10.38;"2022-10-19"
12215;4255;12147;"Car Loan";4983360.17;11.23;"2021-06-16"
12216;40622;32680;"Education Loan";4533030.21;9.0;"2021-08-02"
12217;42760;14254;"Education Loan";1283047.11;7.48;"2018-12-01"
12218;44687;3012;"Education Loan";2544144.05;8.09;"2018-10-21"
12219;23231;1214;"Home Loan";1657373.34;9.49;"2021-12-02"
12220;27203;6992;"Car Loan";3659975.58;11.76;"2019-09-16"
12221;29813;28862;"Education Loan";2494894.58;10.92;"2019-10-22"
12222;30953;12637;"Home Loan";4801920.55;10.52;"2023-07-16"
12223;47058;4392;"Car Loan";3985986.01;7.8;"2022-06-23"
12224;5937;20631;"Car Loan";129623.84;11.42;"2019-05-21"
12225;40853;28743;"Personal Loan";1631777.52;11.47;"2024-11-20"
12226;20687;43369;"Personal Loan";1964127.47;11.81;"2020-06-06"
12227;21366;9130;"Home Loan";4224857.18;12.34;"2022-06-02"
12228;8073;20337;"Personal Loan";758454.9;10.2;"2022-12-05"
12229;5460;12206;"Home Loan";1344071.58;9.9;"2025-10-10"
12230;8002;29645;"Car Loan";3197637.82;9.44;"2024-04-19"
12231;6182;3157;"Home Loan";2757948.2;9.28;"2021-05-06"
12232;26006;28182;"Personal Loan";2215455.75;10.46;"2023-11-28"
12233;20693;17938;"Education Loan";4212389.36;12.24;"2025-04-04"
12234;1702;5668;"Education Loan";4367841.56;12.34;"2022-11-29"
12235;47560;9438;"Home Loan";939222.79;8.91;"2021-08-29"
12236;3542;3135;"Education Loan";482183.73;6.93;"2024-03-09"
12237;1480;9636;"Education Loan";863889.35;9.12;"2020-07-04"
12238;37965;34942;"Home Loan";1919854.19;11.29;"2024-04-02"
12239;9855;49799;"Personal Loan";2113252.57;7.39;"2022-06-06"
12240;37553;19920;"Car Loan";4080302.13;7.14;"2020-11-03"
12241;8025;10368;"Home Loan";3355740.63;7.77;"2025-06-11"
12242;24749;35979;"Personal Loan";2940050.12;8.61;"2022-08-04"
12243;40232;15096;"Education Loan";3506452.19;6.73;"2018-02-02"
12244;6928;27713;"Personal Loan";4588725.19;10.31;"2022-10-15"
12245;10600;28190;"Car Loan";2353973.17;8.3;"2018-06-19"
12246;48972;34283;"Personal Loan";154671.41;6.78;"2019-12-01"
12247;21306;26073;"Education Loan";3860412.14;6.99;"2020-06-01"
12248;10660;46881;"Personal Loan";3002090.64;6.7;"2024-06-30"
12249;747;29455;"Car Loan";4448634.83;12.18;"2018-06-23"
12250;13614;40108;"Personal Loan";1816818.86;7.28;"2021-02-09"
12251;41884;3868;"Car Loan";4316170.8;7.39;"2018-05-28"
12252;30127;44386;"Personal Loan";4131847.6;12.5;"2019-11-24"
12253;46576;24067;"Home Loan";842938.69;12.17;"2020-07-12"
12254;25566;25529;"Education Loan";2541854.07;10.56;"2023-07-02"
12255;8883;24251;"Education Loan";3989276.89;7.99;"2024-04-11"
12256;32626;49381;"Education Loan";4022902.93;12.17;"2022-04-23"
12257;39295;24890;"Car Loan";4983261.82;10.53;"2019-04-09"
12258;46574;34316;"Personal Loan";2902956.83;10.77;"2022-12-04"
12259;43125;4039;"Car Loan";1183458.02;8.88;"2021-03-29"
12260;33578;12951;"Education Loan";3556578.41;9.89;"2022-10-15"
12261;36373;21519;"Education Loan";4143707.24;11.09;"2024-01-11"
12262;15298;4335;"Personal Loan";1557166.91;10.82;"2024-04-16"
12263;11166;47904;"Personal Loan";519021.74;12.13;"2024-12-15"
12264;42734;24649;"Education Loan";3287034.7;7.44;"2020-08-08"
12265;40633;48204;"Car Loan";1107943.81;11.66;"2018-03-29"
12266;47487;14176;"Home Loan";1611047.38;8.75;"2018-02-11"
12267;48303;33256;"Education Loan";4200466.66;11.52;"2020-03-13"
12268;25297;48821;"Home Loan";2371543.82;6.78;"2021-01-14"
12269;14342;19860;"Car Loan";4737846.51;7.52;"2025-08-29"
12270;46455;41104;"Home Loan";1196774.67;11.29;"2025-05-06"
12271;1117;48420;"Home Loan";3703602.43;11.4;"2019-12-06"
12272;35229;4958;"Car Loan";478881.88;7.63;"2023-03-27"
12273;11876;5720;"Education Loan";3991867.99;11.9;"2021-02-27"
12274;12540;36875;"Personal Loan";2022596.41;7.21;"2025-12-06"
12275;11019;15684;"Education Loan";1560979.78;9.34;"2019-11-07"
12276;26327;42816;"Education Loan";3442358.43;10.34;"2025-11-28"
12277;8196;37057;"Personal Loan";4281591.99;10.77;"2024-01-12"
12278;42050;45863;"Car Loan";805475.67;8.35;"2022-11-24"
12279;49401;10866;"Home Loan";418306.62;7.98;"2020-11-16"
12280;12246;46215;"Home Loan";878555.03;9.89;"2022-06-03"
12281;11873;3562;"Personal Loan";277825.82;7.59;"2018-12-30"
12282;18622;20554;"Education Loan";2120322.14;7.55;"2019-06-18"
12283;27056;4613;"Personal Loan";3316189.16;9.42;"2019-06-24"
12284;23228;7382;"Personal Loan";2025060.75;11.71;"2019-04-21"
12285;33799;35829;"Car Loan";4803927.03;7.52;"2018-10-06"
12286;45051;39349;"Education Loan";2465196.77;10.17;"2017-12-26"
12287;11087;22162;"Personal Loan";680249.57;12.38;"2019-08-19"
12288;46256;16457;"Personal Loan";1572857.02;8.32;"2025-10-10"
12289;8411;2587;"Education Loan";4990003.25;7.63;"2020-04-19"
12290;25423;30767;"Home Loan";1136430.75;8.99;"2021-12-18"
12291;19657;37883;"Car Loan";2493258.63;9.13;"2023-03-07"
12292;8188;39482;"Car Loan";56142.47;8.44;"2018-05-17"
12293;366;48705;"Education Loan";1223381.2;8.98;"2025-03-26"
12294;25755;15800;"Home Loan";3879812.42;12.23;"2022-05-24"
12295;38732;25904;"Education Loan";2211853.47;8.09;"2020-02-06"
12296;49381;28399;"Education Loan";1229563.48;10.42;"2020-09-27"
12297;17415;38136;"Personal Loan";4441723.71;12.44;"2021-06-17"
12298;31308;6393;"Car Loan";1406924.54;9.88;"2024-07-25"
12299;13014;42219;"Education Loan";2988663.95;6.62;"2020-04-20"
12300;18416;8898;"Education Loan";4644642.92;11.37;"2020-08-25"
12301;11506;9949;"Home Loan";1977146.47;10.82;"2018-10-03"
12302;5753;28109;"Home Loan";178161.21;11.58;"2022-07-05"
12303;1259;10192;"Car Loan";1435577.46;8.34;"2019-12-10"
12304;32525;1129;"Car Loan";2516019.07;7.6;"2020-09-28"
12305;10340;32194;"Home Loan";3483907.37;8.51;"2024-07-13"
12306;6510;8381;"Education Loan";3970758.51;12.04;"2022-04-28"
12307;45316;49323;"Education Loan";1837717.48;9.06;"2018-09-17"
12308;9160;9634;"Car Loan";2706883.29;7.54;"2025-03-17"
12309;21364;7231;"Education Loan";1018817.91;10.67;"2018-05-25"
12310;28055;1934;"Personal Loan";4259142.47;9.13;"2022-06-25"
12311;45127;18240;"Car Loan";3021615.28;11.76;"2021-05-06"
12312;44266;35520;"Personal Loan";935283.73;11.11;"2022-02-18"
12313;17179;7022;"Personal Loan";4932472.63;8.55;"2020-04-25"
12314;3082;13570;"Personal Loan";378603.8;7.08;"2018-04-09"
12315;37199;1104;"Education Loan";105892.54;7.1;"2021-06-21"
12316;45559;6766;"Personal Loan";3577805.73;11.07;"2022-09-09"
12317;22129;3762;"Personal Loan";639613.49;11.34;"2021-11-13"
12318;21356;10305;"Personal Loan";1909996.61;11.29;"2020-08-02"
12319;42538;33390;"Car Loan";4097098.22;11.97;"2024-06-16"
12320;34834;6378;"Personal Loan";597892.36;10.58;"2024-11-01"
12321;23105;28122;"Personal Loan";90068.25;11.37;"2025-11-27"
12322;8016;8015;"Personal Loan";3967910.89;7.15;"2023-10-24"
12323;5982;41178;"Personal Loan";275346.12;6.86;"2019-06-23"
12324;29119;13824;"Car Loan";170602.31;11.97;"2018-07-06"
12325;7218;4975;"Education Loan";3880579.36;8.52;"2018-04-14"
12326;42481;20302;"Personal Loan";2708364.73;10.68;"2020-07-30"
12327;9400;17801;"Home Loan";1117630.08;9.25;"2024-12-13"
12328;20315;24584;"Home Loan";1251666.26;11.05;"2021-08-21"
12329;23959;38070;"Home Loan";4042909.12;10.99;"2025-02-25"
12330;26780;47935;"Education Loan";3840956.55;11.65;"2019-11-10"
12331;5886;22615;"Education Loan";2763183.97;10.17;"2025-06-10"
12332;12460;27812;"Personal Loan";2862206.45;8.39;"2020-06-16"
12333;43125;14550;"Personal Loan";1027851.75;6.51;"2021-10-24"
12334;7707;33395;"Education Loan";143334.37;7.94;"2019-10-04"
12335;2848;44614;"Home Loan";3011170.71;10.04;"2018-11-19"
12336;12946;18906;"Car Loan";4305464.6;6.97;"2022-04-29"
12337;40034;18332;"Car Loan";2929539.27;9.14;"2019-01-20"
12338;48829;26929;"Car Loan";4529917.42;11.52;"2022-11-10"
12339;37673;1472;"Education Loan";3777155.71;9.78;"2020-08-01"
12340;28376;48346;"Personal Loan";4986824.9;8.51;"2023-05-09"
12341;23517;48030;"Home Loan";708102.04;8.39;"2024-11-26"
12342;4847;35677;"Personal Loan";4100002.22;6.62;"2019-03-17"
12343;29984;5103;"Personal Loan";1754760.98;11.23;"2023-02-17"
12344;36672;19472;"Personal Loan";2778743.61;10.75;"2025-08-15"
12345;30584;42308;"Education Loan";3097419.54;10.02;"2025-03-19"
12346;38193;1367;"Education Loan";340799.82;8.45;"2021-12-02"
12347;48754;34949;"Education Loan";4350420.56;10.16;"2024-04-25"
12348;8408;46468;"Home Loan";528616.54;7.14;"2025-08-25"
12349;47451;13774;"Home Loan";4180882.79;10.23;"2025-11-30"
12350;30683;15368;"Home Loan";4048169.51;11.87;"2019-05-06"
12351;5081;31112;"Home Loan";3942103.14;8.86;"2019-09-06"
12352;18191;39403;"Education Loan";1878365.13;10.1;"2023-05-17"
12353;28640;45434;"Education Loan";366832.48;7.8;"2018-01-18"
12354;2713;12303;"Car Loan";4517417.61;12.28;"2023-10-03"
12355;9867;17137;"Car Loan";3841420.96;9.02;"2021-09-09"
12356;2096;22345;"Home Loan";1569924.34;9.08;"2025-01-28"
12357;29473;9148;"Home Loan";1248436.94;7.34;"2025-02-06"
12358;44846;15010;"Personal Loan";4116504.72;7.56;"2020-01-26"
12359;34872;41326;"Car Loan";464166.34;7.96;"2023-12-13"
12360;5648;29664;"Personal Loan";1813779.35;12.21;"2022-02-10"
12361;2371;29840;"Car Loan";4495099.25;11.17;"2019-03-24"
12362;40051;45181;"Education Loan";2812606.59;10.14;"2020-11-06"
12363;48744;27979;"Personal Loan";2264277.49;10.96;"2025-09-10"
12364;13652;2751;"Home Loan";3132885.07;6.66;"2024-08-18"
12365;40771;24647;"Car Loan";4738228.28;10.01;"2024-04-21"
12366;19704;38043;"Personal Loan";4348324.65;7.0;"2019-09-22"
12367;22791;4350;"Personal Loan";797035.74;9.64;"2020-11-14"
12368;3698;18077;"Car Loan";1166778.05;8.38;"2024-07-22"
12369;6796;6053;"Car Loan";3486094.82;10.8;"2021-08-28"
12370;44110;49526;"Education Loan";1214326.54;11.01;"2019-10-24"
12371;5608;36305;"Home Loan";1387583.54;8.1;"2018-02-04"
12372;38610;9991;"Education Loan";2407870.0;11.19;"2022-12-13"
12373;28146;33623;"Home Loan";4501042.11;7.67;"2019-07-20"
12374;30123;4898;"Home Loan";740869.79;10.45;"2018-11-19"
12375;12738;42657;"Home Loan";955337.46;8.26;"2018-12-12"
12376;27895;30909;"Home Loan";694756.76;7.19;"2017-12-21"
12377;30503;21630;"Home Loan";1179408.49;6.89;"2020-03-26"
12378;46115;21067;"Personal Loan";670804.18;7.93;"2022-06-01"
12379;22955;33439;"Personal Loan";539371.42;6.9;"2025-04-18"
12380;18511;42501;"Home Loan";3098590.83;11.3;"2019-03-15"
12381;14273;29437;"Car Loan";3116752.5;12.26;"2018-03-31"
12382;22226;15445;"Car Loan";1043669.53;11.48;"2025-03-07"
12383;34042;9573;"Personal Loan";4959967.74;8.19;"2021-09-25"
12384;24599;47206;"Education Loan";3169348.31;12.48;"2018-11-04"
12385;34289;11003;"Personal Loan";2024360.55;10.42;"2018-04-24"
12386;20726;30510;"Car Loan";4661264.85;6.95;"2019-10-04"
12387;1865;33828;"Home Loan";604651.61;10.29;"2020-09-23"
12388;11982;31857;"Car Loan";1936161.17;9.28;"2020-06-14"
12389;40126;15925;"Personal Loan";379831.0;8.02;"2023-11-20"
12390;26681;27834;"Home Loan";520422.12;9.37;"2024-06-04"
12391;15608;43889;"Education Loan";193748.61;6.95;"2020-04-19"
12392;28615;31322;"Personal Loan";985036.26;10.45;"2020-02-13"
12393;1352;26745;"Home Loan";2449013.72;7.01;"2024-09-01"
12394;40985;41421;"Personal Loan";3063428.82;10.39;"2018-10-18"
12395;28378;28359;"Car Loan";4805592.18;9.07;"2023-04-16"
12396;25594;13781;"Car Loan";4365587.49;6.72;"2020-04-14"
12397;46708;17105;"Home Loan";948207.2;11.89;"2020-11-22"
12398;46328;18907;"Home Loan";4250118.84;7.24;"2020-05-29"
12399;42938;1623;"Personal Loan";3060985.41;9.4;"2024-07-12"
12400;23087;46248;"Education Loan";2692702.12;11.58;"2021-10-28"
12401;49020;41194;"Education Loan";4578110.51;8.76;"2021-12-10"
12402;38590;38210;"Car Loan";3143413.0;10.36;"2024-11-12"
12403;29925;37080;"Education Loan";715241.1;10.16;"2020-09-15"
12404;3578;17732;"Personal Loan";4746201.14;11.02;"2019-05-05"
12405;13363;28448;"Car Loan";2794126.28;10.09;"2021-03-24"
12406;9142;28451;"Education Loan";815553.64;9.01;"2020-07-27"
12407;44966;8487;"Education Loan";2120965.56;11.94;"2025-05-07"
12408;21941;46296;"Education Loan";2402887.23;7.83;"2021-01-11"
12409;38883;12559;"Car Loan";143145.53;10.86;"2024-01-23"
12410;39785;18275;"Car Loan";904692.88;11.46;"2023-03-27"
12411;27627;2869;"Personal Loan";505777.24;9.86;"2024-04-10"
12412;32673;2623;"Car Loan";3623581.75;9.16;"2025-01-02"
12413;42838;48437;"Personal Loan";4821480.46;9.84;"2024-03-17"
12414;34974;6414;"Education Loan";1501544.79;12.08;"2018-04-14"
12415;15254;34972;"Home Loan";4959020.13;7.38;"2019-04-01"
12416;34625;43071;"Personal Loan";2986664.68;11.79;"2021-09-22"
12417;17821;43565;"Education Loan";669763.02;10.59;"2020-03-08"
12418;15568;1887;"Home Loan";1423922.12;10.64;"2023-12-15"
12419;16399;3438;"Home Loan";2361418.42;10.8;"2023-09-16"
12420;6297;15674;"Home Loan";1975825.4;11.02;"2023-09-23"
12421;6310;3386;"Home Loan";2353311.74;11.85;"2018-04-19"
12422;45647;17082;"Car Loan";371231.63;10.93;"2023-12-12"
12423;26715;9421;"Car Loan";1532283.12;11.15;"2022-02-18"
12424;4248;12148;"Education Loan";1501261.55;8.68;"2025-09-24"
12425;30602;35500;"Personal Loan";4375201.69;11.58;"2021-08-27"
12426;19772;7035;"Education Loan";1488550.22;11.82;"2018-10-10"
12427;47406;12010;"Personal Loan";1670491.72;7.92;"2020-11-07"
12428;47947;46862;"Home Loan";4914936.05;7.12;"2025-06-05"
12429;13942;20663;"Home Loan";4969914.33;9.95;"2023-08-13"
12430;7893;31329;"Personal Loan";421213.26;8.6;"2024-06-04"
12431;45717;33453;"Personal Loan";54503.83;11.8;"2019-01-14"
12432;38984;26605;"Personal Loan";4751704.95;9.95;"2023-06-11"
12433;33452;12222;"Car Loan";3026122.65;11.72;"2021-10-08"
12434;8471;13939;"Home Loan";1293124.66;6.79;"2024-05-07"
12435;30137;23783;"Personal Loan";3906523.0;10.13;"2024-08-15"
12436;970;23556;"Home Loan";2902185.12;10.83;"2019-12-11"
12437;17291;45015;"Car Loan";1894294.39;11.49;"2025-10-30"
12438;4406;18055;"Personal Loan";1667120.1;7.89;"2019-08-23"
12439;49711;2359;"Education Loan";2562848.57;9.5;"2024-12-05"
12440;32998;1394;"Car Loan";1357044.88;10.99;"2019-12-22"
12441;20970;16796;"Car Loan";1030945.54;6.55;"2021-08-08"
12442;10658;7493;"Education Loan";2212092.34;7.95;"2024-08-05"
12443;24640;39848;"Personal Loan";881686.42;7.15;"2022-03-14"
12444;46775;47937;"Home Loan";1034744.93;7.02;"2025-06-06"
12445;20473;8566;"Personal Loan";1497863.99;11.37;"2021-07-28"
12446;40484;3578;"Education Loan";1128935.85;6.58;"2020-08-22"
12447;38023;28774;"Car Loan";4714961.47;6.99;"2018-01-01"
12448;43169;36079;"Home Loan";1056981.15;10.39;"2022-08-24"
12449;49750;18539;"Personal Loan";4400643.8;11.06;"2022-02-19"
12450;25977;5927;"Personal Loan";3251009.25;11.48;"2021-04-05"
12451;27170;34140;"Car Loan";4170227.57;7.21;"2024-05-23"
12452;33667;48685;"Education Loan";3129180.45;9.03;"2021-08-29"
12453;41525;15469;"Car Loan";3230609.2;9.94;"2024-09-14"
12454;26119;36776;"Car Loan";1932820.41;6.93;"2023-05-07"
12455;25043;42122;"Car Loan";3501121.19;9.74;"2021-12-21"
12456;16923;31313;"Car Loan";538319.56;8.49;"2023-08-24"
12457;37644;17699;"Education Loan";898177.28;6.7;"2020-12-06"
12458;40067;45974;"Home Loan";2741156.59;9.69;"2018-12-04"
12459;1631;19988;"Car Loan";2820148.93;7.92;"2024-10-14"
12460;7918;696;"Car Loan";4084241.11;9.1;"2025-02-15"
12461;9321;25125;"Car Loan";4008387.98;6.93;"2021-05-25"
12462;9521;39214;"Car Loan";996984.48;12.46;"2024-10-14"
12463;23281;7587;"Home Loan";1311959.69;7.09;"2024-12-29"
12464;8225;16290;"Home Loan";3211443.81;9.92;"2023-10-12"
12465;5024;6320;"Personal Loan";2250139.08;6.53;"2022-10-04"
12466;19246;25196;"Car Loan";4327600.23;11.81;"2018-05-01"
12467;48814;10771;"Car Loan";1473368.77;8.15;"2025-05-06"
12468;33357;17968;"Education Loan";2894811.18;12.37;"2019-05-14"
12469;29673;23278;"Education Loan";3142712.96;11.19;"2025-01-08"
12470;49481;49717;"Personal Loan";3370678.01;7.66;"2024-03-15"
12471;8319;34375;"Personal Loan";4955366.94;6.5;"2019-01-30"
12472;34282;31775;"Home Loan";3997682.71;11.21;"2025-09-21"
12473;38709;37260;"Personal Loan";1674698.36;7.61;"2021-02-20"
12474;3498;41864;"Car Loan";4680719.07;11.76;"2021-11-28"
12475;45808;35762;"Car Loan";2250696.32;7.74;"2022-01-23"
12476;3242;12956;"Education Loan";2093759.74;12.46;"2019-01-28"
12477;6388;49798;"Home Loan";1235035.83;6.94;"2018-08-11"
12478;9433;11144;"Personal Loan";305725.56;10.28;"2023-05-05"
12479;24697;39070;"Education Loan";4373669.38;10.12;"2020-12-05"
12480;21802;21774;"Car Loan";352040.76;12.23;"2019-08-25"
12481;20295;35162;"Home Loan";1415491.43;8.36;"2025-11-16"
12482;21831;46527;"Home Loan";1140150.75;12.48;"2023-12-31"
12483;29673;28565;"Education Loan";550680.59;6.95;"2021-02-07"
12484;35185;11592;"Car Loan";1112217.36;10.16;"2019-01-07"
12485;24147;16740;"Car Loan";4172490.79;9.55;"2019-12-18"
12486;40165;22823;"Personal Loan";3443559.32;9.48;"2023-02-04"
12487;9064;34822;"Home Loan";4245834.87;11.68;"2019-07-23"
12488;40220;30714;"Personal Loan";4217827.93;8.36;"2024-09-20"
12489;36740;16037;"Car Loan";1038936.89;8.95;"2018-06-11"
12490;37141;27608;"Home Loan";4945837.79;11.62;"2024-07-07"
12491;47644;18536;"Education Loan";196662.05;8.41;"2021-04-24"
12492;42088;11359;"Home Loan";1492825.91;12.47;"2020-03-31"
12493;6185;23705;"Education Loan";3088946.01;12.18;"2025-11-21"
12494;43981;21314;"Home Loan";1728799.4;10.9;"2019-11-12"
12495;28092;29050;"Education Loan";3096293.93;11.86;"2025-05-01"
12496;10687;21898;"Car Loan";1014569.69;8.2;"2018-11-15"
12497;24447;42300;"Education Loan";1660914.13;7.21;"2021-04-04"
12498;26101;38823;"Home Loan";420827.74;7.63;"2021-01-31"
12499;7384;40888;"Education Loan";4975904.46;11.07;"2019-11-02"
12500;18316;30629;"Personal Loan";378341.81;12.42;"2021-08-14"
12501;22935;38755;"Home Loan";3353378.81;7.82;"2022-04-14"
12502;19883;17554;"Personal Loan";4371345.33;10.86;"2025-02-13"
12503;10656;31848;"Car Loan";2219556.78;11.87;"2018-07-31"
12504;31311;588;"Home Loan";4778229.69;9.57;"2022-12-29"
12505;33674;37677;"Personal Loan";2612938.87;12.01;"2019-11-23"
12506;9934;41756;"Home Loan";3228664.87;10.38;"2022-08-15"
12507;9792;27481;"Personal Loan";4069026.43;7.57;"2022-08-17"
12508;8373;6339;"Car Loan";1500958.52;8.63;"2019-05-22"
12509;38681;5428;"Home Loan";1277762.4;8.19;"2023-05-26"
12510;1239;12769;"Car Loan";2028612.46;11.67;"2023-07-25"
12511;21682;11663;"Car Loan";2414705.89;8.6;"2024-10-03"
12512;32594;43745;"Personal Loan";290438.7;10.21;"2021-06-01"
12513;18877;21583;"Car Loan";2459737.38;9.51;"2019-05-22"
12514;48923;15394;"Personal Loan";2793438.67;7.6;"2018-09-12"
12515;33947;25685;"Personal Loan";896522.8;9.92;"2024-08-09"
12516;3670;5583;"Education Loan";2985841.31;11.91;"2018-07-10"
12517;47205;15059;"Personal Loan";4066470.62;10.02;"2021-03-26"
12518;19112;38724;"Car Loan";4415866.12;9.72;"2021-05-30"
12519;13205;26182;"Home Loan";629152.66;11.36;"2019-03-14"
12520;2758;13214;"Home Loan";3955998.95;10.84;"2025-01-19"
12521;20331;9120;"Home Loan";2213517.14;10.19;"2021-03-08"
12522;30209;38490;"Car Loan";2609978.17;9.18;"2020-12-31"
12523;6421;37335;"Education Loan";2343029.45;9.7;"2024-06-07"
12524;3441;7291;"Personal Loan";2964676.39;8.23;"2018-10-21"
12525;5982;33149;"Home Loan";189918.86;8.3;"2018-01-04"
12526;1615;42171;"Personal Loan";777761.53;11.78;"2022-09-18"
12527;14581;30999;"Education Loan";1738437.57;7.17;"2023-02-07"
12528;21777;4642;"Personal Loan";584750.99;9.87;"2023-02-12"
12529;23300;16167;"Education Loan";3995489.93;9.77;"2018-12-16"
12530;29562;14508;"Home Loan";499874.57;9.96;"2024-12-01"
12531;3146;23225;"Personal Loan";4101540.68;7.74;"2019-07-05"
12532;47583;25876;"Education Loan";474215.14;10.88;"2019-06-01"
12533;37973;19489;"Education Loan";1328990.63;9.28;"2018-11-25"
12534;13435;20143;"Home Loan";3133872.67;8.22;"2018-10-03"
12535;35310;36914;"Personal Loan";2373322.59;6.78;"2024-11-07"
12536;45520;21476;"Education Loan";3771622.74;11.03;"2023-02-13"
12537;23461;1770;"Home Loan";2585168.42;11.07;"2019-02-02"
12538;20291;34403;"Personal Loan";2831124.47;9.21;"2024-04-02"
12539;46430;35044;"Home Loan";770890.5;6.5;"2023-02-20"
12540;37105;23804;"Home Loan";3378878.79;7.18;"2021-07-05"
12541;47098;18830;"Personal Loan";4163718.68;10.72;"2024-10-26"
12542;47185;7575;"Personal Loan";1870306.33;8.05;"2020-12-09"
12543;26838;45457;"Education Loan";2759532.9;10.05;"2025-09-18"
12544;10355;47028;"Home Loan";3170608.97;12.25;"2019-10-29"
12545;1388;28924;"Car Loan";3622130.96;7.57;"2024-07-16"
12546;31420;43816;"Car Loan";4360266.93;10.98;"2018-07-13"
12547;34259;26989;"Car Loan";2593393.22;10.47;"2022-12-09"
12548;33920;27229;"Home Loan";589995.06;8.28;"2023-12-20"
12549;19997;10799;"Home Loan";1807596.05;10.79;"2024-04-16"
12550;32953;9430;"Education Loan";324622.87;10.37;"2023-01-17"
12551;29633;3203;"Car Loan";1235932.01;9.58;"2023-03-08"
12552;49444;37871;"Education Loan";2897123.68;11.29;"2025-09-04"
12553;41227;19314;"Car Loan";4230242.04;7.53;"2019-07-22"
12554;16829;12545;"Personal Loan";929104.42;9.31;"2022-10-23"
12555;44177;45205;"Home Loan";4911434.84;7.21;"2023-02-02"
12556;46153;41836;"Personal Loan";4616331.68;9.01;"2020-04-08"
12557;13757;23215;"Personal Loan";2800665.09;10.19;"2024-11-03"
12558;442;5023;"Car Loan";1384721.87;11.73;"2020-09-10"
12559;29842;28843;"Education Loan";3319365.88;10.49;"2018-11-05"
12560;9440;22008;"Personal Loan";2540728.58;11.73;"2019-05-29"
12561;20151;24602;"Car Loan";225963.84;7.42;"2020-05-10"
12562;35876;5613;"Personal Loan";65768.88;9.86;"2022-04-06"
12563;13986;41589;"Car Loan";1468577.99;6.86;"2020-10-26"
12564;45599;5652;"Home Loan";3925724.97;11.83;"2021-12-03"
12565;41208;34340;"Personal Loan";4755400.39;7.03;"2023-08-21"
