"branch_id";"branch_name";"branch_code";"city";"ifsc_code"
8775;"Bhusawal Branch 8775";"BR08775";"Jalna";"IFSC08775"
8776;"Shahjahanpur Branch 8776";"BR08776";"Kharagpur";"IFSC08776"
8777;"Bhatpara Branch 8777";"BR08777";"Tenali";"IFSC08777"
8778;"Sri Ganganagar Branch 8778";"BR08778";"Barasat";"IFSC08778"
8779;"Bhiwandi Branch 8779";"BR08779";"Burhanpur";"IFSC08779"
8780;"Belgaum Branch 8780";"BR08780";"Vadodara";"IFSC08780"
8781;"Pune Branch 8781";"BR08781";"Mira-Bhayandar";"IFSC08781"
8782;"Gandhidham Branch 8782";"BR08782";"Amravati";"IFSC08782"
8783;"Ongole Branch 8783";"BR08783";"Begusarai";"IFSC08783"
8784;"Khora  Branch 8784";"BR08784";"Asansol";"IFSC08784"
8785;"Surat Branch 8785";"BR08785";"Ratlam";"IFSC08785"
8786;"Shimoga Branch 8786";"BR08786";"Rajkot";"IFSC08786"
8787;"Katihar Branch 8787";"BR08787";"Dhule";"IFSC08787"
8788;"Sirsa Branch 8788";"BR08788";"Pimpri-Chinchwad";"IFSC08788"
8789;"Hapur Branch 8789";"BR08789";"Erode";"IFSC08789"
8790;"Amroha Branch 8790";"BR08790";"Udupi";"IFSC08790"
8791;"Madurai Branch 8791";"BR08791";"Patiala";"IFSC08791"
8792;"Raichur Branch 8792";"BR08792";"Ozhukarai";"IFSC08792"
8793;"Sultan Pur Majra Branch 8793";"BR08793";"Agartala";"IFSC08793"
8794;"Nagpur Branch 8794";"BR08794";"Dhanbad";"IFSC08794"
8795;"Amaravati Branch 8795";"BR08795";"Tadepalligudem";"IFSC08795"
8796;"Gwalior Branch 8796";"BR08796";"Nagaon";"IFSC08796"
8797;"Kalyan-Dombivli Branch 8797";"BR08797";"Amritsar";"IFSC08797"
8798;"Madanapalle Branch 8798";"BR08798";"Sasaram";"IFSC08798"
8799;"Aurangabad Branch 8799";"BR08799";"Barasat";"IFSC08799"
8800;"Bahraich Branch 8800";"BR08800";"Bharatpur";"IFSC08800"
8801;"Bijapur Branch 8801";"BR08801";"Tezpur";"IFSC08801"
8802;"Firozabad Branch 8802";"BR08802";"Karimnagar";"IFSC08802"
8803;"Gurgaon Branch 8803";"BR08803";"Kurnool";"IFSC08803"
8804;"Dehri Branch 8804";"BR08804";"Bhiwandi";"IFSC08804"
8805;"Bikaner Branch 8805";"BR08805";"Thiruvananthapuram";"IFSC08805"
8806;"Miryalaguda Branch 8806";"BR08806";"Saharanpur";"IFSC08806"
8807;"Gopalpur Branch 8807";"BR08807";"Panchkula";"IFSC08807"
8808;"Ambala Branch 8808";"BR08808";"Tirunelveli";"IFSC08808"
8809;"Sambalpur Branch 8809";"BR08809";"Bhagalpur";"IFSC08809"
8810;"Bhagalpur Branch 8810";"BR08810";"Yamunanagar";"IFSC08810"
8811;"Pudukkottai Branch 8811";"BR08811";"Mysore";"IFSC08811"
8812;"Madhyamgram Branch 8812";"BR08812";"Bhatpara";"IFSC08812"
8813;"Begusarai Branch 8813";"BR08813";"Shimoga";"IFSC08813"
8814;"Malda Branch 8814";"BR08814";"Nangloi Jat";"IFSC08814"
8815;"Howrah Branch 8815";"BR08815";"Morbi";"IFSC08815"
8816;"Davanagere Branch 8816";"BR08816";"Raipur";"IFSC08816"
8817;"Haridwar Branch 8817";"BR08817";"Pimpri-Chinchwad";"IFSC08817"
8818;"Danapur Branch 8818";"BR08818";"Karaikudi";"IFSC08818"
8819;"Kadapa Branch 8819";"BR08819";"Thrissur";"IFSC08819"
8820;"Jamnagar Branch 8820";"BR08820";"Khandwa";"IFSC08820"
8821;"Rajkot Branch 8821";"BR08821";"Jalna";"IFSC08821"
8822;"Bhagalpur Branch 8822";"BR08822";"Saharanpur";"IFSC08822"
8823;"Amritsar Branch 8823";"BR08823";"Miryalaguda";"IFSC08823"
8824;"Howrah Branch 8824";"BR08824";"Jamalpur";"IFSC08824"
8825;"Panchkula Branch 8825";"BR08825";"Jalgaon";"IFSC08825"
8826;"Kavali Branch 8826";"BR08826";"Cuttack";"IFSC08826"
8827;"Junagadh Branch 8827";"BR08827";"Chennai";"IFSC08827"
8828;"Kurnool Branch 8828";"BR08828";"Bikaner";"IFSC08828"
8829;"Pune Branch 8829";"BR08829";"Ahmedabad";"IFSC08829"
8830;"Aligarh Branch 8830";"BR08830";"Panihati";"IFSC08830"
8831;"Ahmednagar Branch 8831";"BR08831";"Coimbatore";"IFSC08831"
8832;"Tiruchirappalli Branch 8832";"BR08832";"Jalgaon";"IFSC08832"
8833;"Meerut Branch 8833";"BR08833";"Maheshtala";"IFSC08833"
8834;"Sasaram Branch 8834";"BR08834";"Bhatpara";"IFSC08834"
8835;"Sambhal Branch 8835";"BR08835";"Rohtak";"IFSC08835"
8836;"Begusarai Branch 8836";"BR08836";"Ghaziabad";"IFSC08836"
8837;"Siwan Branch 8837";"BR08837";"Srinagar";"IFSC08837"
8838;"Dehradun Branch 8838";"BR08838";"Chennai";"IFSC08838"
8839;"Jalna Branch 8839";"BR08839";"Arrah";"IFSC08839"
8840;"Patna Branch 8840";"BR08840";"Amravati";"IFSC08840"
8841;"Tirupati Branch 8841";"BR08841";"Kota";"IFSC08841"
8842;"Nagercoil Branch 8842";"BR08842";"Aizawl";"IFSC08842"
8843;"Hazaribagh Branch 8843";"BR08843";"Machilipatnam";"IFSC08843"
8844;"Firozabad Branch 8844";"BR08844";"Pimpri-Chinchwad";"IFSC08844"
8845;"Gaya Branch 8845";"BR08845";"Ratlam";"IFSC08845"
8846;"Munger Branch 8846";"BR08846";"Panvel";"IFSC08846"
8847;"Buxar Branch 8847";"BR08847";"Dhule";"IFSC08847"
8848;"Kurnool Branch 8848";"BR08848";"Morena";"IFSC08848"
8849;"Coimbatore Branch 8849";"BR08849";"Bahraich";"IFSC08849"
8850;"Deoghar Branch 8850";"BR08850";"Saharanpur";"IFSC08850"
8851;"Karaikudi Branch 8851";"BR08851";"Bhiwani";"IFSC08851"
8852;"Guwahati Branch 8852";"BR08852";"Thanjavur";"IFSC08852"
8853;"Gopalpur Branch 8853";"BR08853";"Arrah";"IFSC08853"
8854;"Aligarh Branch 8854";"BR08854";"Raebareli";"IFSC08854"
8855;"Rajpur Sonarpur Branch 8855";"BR08855";"Bally";"IFSC08855"
8856;"Tezpur Branch 8856";"BR08856";"Bidhannagar";"IFSC08856"
8857;"Noida Branch 8857";"BR08857";"Vellore";"IFSC08857"
8858;"Chinsurah Branch 8858";"BR08858";"Kulti";"IFSC08858"
8859;"Bihar Sharif Branch 8859";"BR08859";"Orai";"IFSC08859"
8860;"Panipat Branch 8860";"BR08860";"Ludhiana";"IFSC08860"
8861;"Surat Branch 8861";"BR08861";"Cuttack";"IFSC08861"
8862;"Varanasi Branch 8862";"BR08862";"Lucknow";"IFSC08862"
8863;"Orai Branch 8863";"BR08863";"Ozhukarai";"IFSC08863"
8864;"Salem Branch 8864";"BR08864";"Amroha";"IFSC08864"
8865;"Hazaribagh Branch 8865";"BR08865";"Aizawl";"IFSC08865"
8866;"Adoni Branch 8866";"BR08866";"Jamshedpur";"IFSC08866"
8867;"Machilipatnam Branch 8867";"BR08867";"Mira-Bhayandar";"IFSC08867"
8868;"Bilaspur Branch 8868";"BR08868";"Eluru";"IFSC08868"
8869;"Sri Ganganagar Branch 8869";"BR08869";"Moradabad";"IFSC08869"
8870;"Tezpur Branch 8870";"BR08870";"Shivpuri";"IFSC08870"
8871;"Warangal Branch 8871";"BR08871";"Pune";"IFSC08871"
8872;"Rewa Branch 8872";"BR08872";"Muzaffarnagar";"IFSC08872"
8873;"Gurgaon Branch 8873";"BR08873";"Bhatpara";"IFSC08873"
8874;"Asansol Branch 8874";"BR08874";"Ballia";"IFSC08874"
8875;"Dehri Branch 8875";"BR08875";"Nandyal";"IFSC08875"
8876;"Surat Branch 8876";"BR08876";"Tiruppur";"IFSC08876"
8877;"Arrah Branch 8877";"BR08877";"Aligarh";"IFSC08877"
8878;"Ratlam Branch 8878";"BR08878";"Asansol";"IFSC08878"
8879;"Secunderabad Branch 8879";"BR08879";"Gorakhpur";"IFSC08879"
8880;"Aurangabad Branch 8880";"BR08880";"Shahjahanpur";"IFSC08880"
8881;"Morena Branch 8881";"BR08881";"Fatehpur";"IFSC08881"
8882;"Kottayam Branch 8882";"BR08882";"Karaikudi";"IFSC08882"
8883;"Mangalore Branch 8883";"BR08883";"Baranagar";"IFSC08883"
8884;"Anantapur Branch 8884";"BR08884";"Bally";"IFSC08884"
8885;"Ambattur Branch 8885";"BR08885";"Kurnool";"IFSC08885"
8886;"Guntakal Branch 8886";"BR08886";"Adoni";"IFSC08886"
8887;"Etawah Branch 8887";"BR08887";"Bahraich";"IFSC08887"
8888;"Kadapa Branch 8888";"BR08888";"Chennai";"IFSC08888"
8889;"Ramagundam Branch 8889";"BR08889";"Pallavaram";"IFSC08889"
8890;"Aizawl Branch 8890";"BR08890";"Vasai-Virar";"IFSC08890"
8891;"Vellore Branch 8891";"BR08891";"Mango";"IFSC08891"
8892;"Jalna Branch 8892";"BR08892";"Proddatur";"IFSC08892"
8893;"Kishanganj Branch 8893";"BR08893";"Shimoga";"IFSC08893"
8894;"Nandyal Branch 8894";"BR08894";"Rajpur Sonarpur";"IFSC08894"
8895;"Begusarai Branch 8895";"BR08895";"Bhiwani";"IFSC08895"
8896;"Bidhannagar Branch 8896";"BR08896";"Gopalpur";"IFSC08896"
8897;"Chapra Branch 8897";"BR08897";"Davanagere";"IFSC08897"
8898;"Mangalore Branch 8898";"BR08898";"Vijayawada";"IFSC08898"
8899;"Ozhukarai Branch 8899";"BR08899";"Machilipatnam";"IFSC08899"
8900;"Surat Branch 8900";"BR08900";"Belgaum";"IFSC08900"
8901;"Bhopal Branch 8901";"BR08901";"Tenali";"IFSC08901"
8902;"Alappuzha Branch 8902";"BR08902";"Berhampur";"IFSC08902"
8903;"Sonipat Branch 8903";"BR08903";"Gopalpur";"IFSC08903"
8904;"Satna Branch 8904";"BR08904";"Udaipur";"IFSC08904"
8905;"Anantapur Branch 8905";"BR08905";"Panchkula";"IFSC08905"
8906;"Sagar Branch 8906";"BR08906";"Tenali";"IFSC08906"
8907;"Parbhani Branch 8907";"BR08907";"Meerut";"IFSC08907"
8908;"Raichur Branch 8908";"BR08908";"Yamunanagar";"IFSC08908"
8909;"Nagaon Branch 8909";"BR08909";"Kozhikode";"IFSC08909"
8910;"Gangtok Branch 8910";"BR08910";"Jalandhar";"IFSC08910"
8911;"Korba Branch 8911";"BR08911";"Sri Ganganagar";"IFSC08911"
8912;"Mira-Bhayandar Branch 8912";"BR08912";"Kozhikode";"IFSC08912"
8913;"Vellore Branch 8913";"BR08913";"Karimnagar";"IFSC08913"
8914;"Asansol Branch 8914";"BR08914";"Coimbatore";"IFSC08914"
8915;"Tumkur Branch 8915";"BR08915";"Kottayam";"IFSC08915"
8916;"Gandhidham Branch 8916";"BR08916";"Ichalkaranji";"IFSC08916"
8917;"Madhyamgram Branch 8917";"BR08917";"Anantapuram";"IFSC08917"
8918;"Bijapur Branch 8918";"BR08918";"Hapur";"IFSC08918"
8919;"Ulhasnagar Branch 8919";"BR08919";"Mathura";"IFSC08919"
8920;"Bharatpur Branch 8920";"BR08920";"Siwan";"IFSC08920"
8921;"Guntakal Branch 8921";"BR08921";"Ludhiana";"IFSC08921"
8922;"Sangli-Miraj & Kupwad Branch 8922";"BR08922";"Tadepalligudem";"IFSC08922"
8923;"Varanasi Branch 8923";"BR08923";"Udupi";"IFSC08923"
8924;"Madhyamgram Branch 8924";"BR08924";"Malda";"IFSC08924"
8925;"Jalandhar Branch 8925";"BR08925";"Chandigarh";"IFSC08925"
8926;"Karaikudi Branch 8926";"BR08926";"Chennai";"IFSC08926"
8927;"Narasaraopet Branch 8927";"BR08927";"Morbi";"IFSC08927"
8928;"Bettiah Branch 8928";"BR08928";"Parbhani";"IFSC08928"
8929;"Bihar Sharif Branch 8929";"BR08929";"Muzaffarpur";"IFSC08929"
8930;"Fatehpur Branch 8930";"BR08930";"Ballia";"IFSC08930"
8931;"Burhanpur Branch 8931";"BR08931";"Berhampore";"IFSC08931"
8932;"Katni Branch 8932";"BR08932";"Patna";"IFSC08932"
8933;"Naihati Branch 8933";"BR08933";"Bidhannagar";"IFSC08933"
8934;"Coimbatore Branch 8934";"BR08934";"Mira-Bhayandar";"IFSC08934"
8935;"Durg Branch 8935";"BR08935";"Kishanganj";"IFSC08935"
8936;"North Dumdum Branch 8936";"BR08936";"Bokaro";"IFSC08936"
8937;"Adoni Branch 8937";"BR08937";"Shimoga";"IFSC08937"
8938;"Surendranagar Dudhrej Branch 8938";"BR08938";"Dindigul";"IFSC08938"
8939;"Bharatpur Branch 8939";"BR08939";"Agra";"IFSC08939"
8940;"Hubli–Dharwad Branch 8940";"BR08940";"Anantapuram";"IFSC08940"
8941;"Kamarhati Branch 8941";"BR08941";"Ballia";"IFSC08941"
8942;"Nagaon Branch 8942";"BR08942";"Bhilwara";"IFSC08942"
8943;"Vadodara Branch 8943";"BR08943";"Gurgaon";"IFSC08943"
8944;"Tiruppur Branch 8944";"BR08944";"Kishanganj";"IFSC08944"
8945;"Mahbubnagar Branch 8945";"BR08945";"Sultan Pur Majra";"IFSC08945"
8946;"Loni Branch 8946";"BR08946";"Guna";"IFSC08946"
8947;"Shivpuri Branch 8947";"BR08947";"Coimbatore";"IFSC08947"
8948;"Tadepalligudem Branch 8948";"BR08948";"Dibrugarh";"IFSC08948"
8949;"Mango Branch 8949";"BR08949";"Morbi";"IFSC08949"
8950;"Visakhapatnam Branch 8950";"BR08950";"Pune";"IFSC08950"
8951;"Malda Branch 8951";"BR08951";"Haldia";"IFSC08951"
8952;"Rajahmundry Branch 8952";"BR08952";"Delhi";"IFSC08952"
8953;"Ulhasnagar Branch 8953";"BR08953";"Suryapet";"IFSC08953"
8954;"Darbhanga Branch 8954";"BR08954";"Burhanpur";"IFSC08954"
8955;"Solapur Branch 8955";"BR08955";"Howrah";"IFSC08955"
8956;"Chandigarh Branch 8956";"BR08956";"Tinsukia";"IFSC08956"
8957;"Jabalpur Branch 8957";"BR08957";"Burhanpur";"IFSC08957"
8958;"Nagaon Branch 8958";"BR08958";"Ujjain";"IFSC08958"
8959;"Kozhikode Branch 8959";"BR08959";"Panchkula";"IFSC08959"
8960;"Nellore Branch 8960";"BR08960";"Dehradun";"IFSC08960"
8961;"Jalandhar Branch 8961";"BR08961";"Baranagar";"IFSC08961"
8962;"Bokaro Branch 8962";"BR08962";"Avadi";"IFSC08962"
8963;"Danapur Branch 8963";"BR08963";"Guntakal";"IFSC08963"
8964;"New Delhi Branch 8964";"BR08964";"Morbi";"IFSC08964"
8965;"Bidhannagar Branch 8965";"BR08965";"Unnao";"IFSC08965"
8966;"Rewa Branch 8966";"BR08966";"Khora ";"IFSC08966"
8967;"Khandwa Branch 8967";"BR08967";"Nagpur";"IFSC08967"
8968;"Burhanpur Branch 8968";"BR08968";"Panvel";"IFSC08968"
8969;"Bokaro Branch 8969";"BR08969";"Amravati";"IFSC08969"
8970;"Bokaro Branch 8970";"BR08970";"Bhilai";"IFSC08970"
8971;"Meerut Branch 8971";"BR08971";"Sambalpur";"IFSC08971"
8972;"Bhimavaram Branch 8972";"BR08972";"Jalna";"IFSC08972"
8973;"Pudukkottai Branch 8973";"BR08973";"Gandhidham";"IFSC08973"
8974;"Agartala Branch 8974";"BR08974";"Secunderabad";"IFSC08974"
8975;"Ichalkaranji Branch 8975";"BR08975";"Gurgaon";"IFSC08975"
8976;"Anand Branch 8976";"BR08976";"Pali";"IFSC08976"
8977;"Kalyan-Dombivli Branch 8977";"BR08977";"Pimpri-Chinchwad";"IFSC08977"
8978;"Jodhpur Branch 8978";"BR08978";"Indore";"IFSC08978"
8979;"Pali Branch 8979";"BR08979";"Secunderabad";"IFSC08979"
8980;"Ghaziabad Branch 8980";"BR08980";"Jamalpur";"IFSC08980"
8981;"Faridabad Branch 8981";"BR08981";"Moradabad";"IFSC08981"
8982;"Bareilly Branch 8982";"BR08982";"Panihati";"IFSC08982"
8983;"Shimla Branch 8983";"BR08983";"Nagaon";"IFSC08983"
8984;"Dhule Branch 8984";"BR08984";"Saharsa";"IFSC08984"
8985;"Tirupati Branch 8985";"BR08985";"Imphal";"IFSC08985"
8986;"Warangal Branch 8986";"BR08986";"Davanagere";"IFSC08986"
8987;"Morena Branch 8987";"BR08987";"Ranchi";"IFSC08987"
8988;"Hosur Branch 8988";"BR08988";"Ghaziabad";"IFSC08988"
8989;"Tenali Branch 8989";"BR08989";"Jehanabad";"IFSC08989"
8990;"Sagar Branch 8990";"BR08990";"Ramagundam";"IFSC08990"
8991;"Asansol Branch 8991";"BR08991";"Mangalore";"IFSC08991"
8992;"Chapra Branch 8992";"BR08992";"Orai";"IFSC08992"
8993;"Imphal Branch 8993";"BR08993";"Aizawl";"IFSC08993"
8994;"Ranchi Branch 8994";"BR08994";"Thrissur";"IFSC08994"
8995;"Mango Branch 8995";"BR08995";"Bhind";"IFSC08995"
8996;"Chandigarh Branch 8996";"BR08996";"Bhusawal";"IFSC08996"
8997;"Guwahati Branch 8997";"BR08997";"Surat";"IFSC08997"
8998;"Madanapalle Branch 8998";"BR08998";"Shivpuri";"IFSC08998"
8999;"Nanded Branch 8999";"BR08999";"Junagadh";"IFSC08999"
9000;"Anantapur Branch 9000";"BR09000";"Anand";"IFSC09000"
9001;"Bhagalpur Branch 9001";"BR09001";"Varanasi";"IFSC09001"
9002;"Gandhidham Branch 9002";"BR09002";"Panchkula";"IFSC09002"
9003;"Solapur Branch 9003";"BR09003";"Sasaram";"IFSC09003"
9004;"Haridwar Branch 9004";"BR09004";"Katihar";"IFSC09004"
9005;"Kalyan-Dombivli Branch 9005";"BR09005";"Kavali";"IFSC09005"
9006;"Pimpri-Chinchwad Branch 9006";"BR09006";"Sri Ganganagar";"IFSC09006"
9007;"Narasaraopet Branch 9007";"BR09007";"Etawah";"IFSC09007"
9008;"Sambalpur Branch 9008";"BR09008";"Chandigarh";"IFSC09008"
9009;"Secunderabad Branch 9009";"BR09009";"Bhubaneswar";"IFSC09009"
9010;"Muzaffarnagar Branch 9010";"BR09010";"Shahjahanpur";"IFSC09010"
9011;"Bhagalpur Branch 9011";"BR09011";"Amravati";"IFSC09011"
9012;"Mangalore Branch 9012";"BR09012";"Korba";"IFSC09012"
9013;"Kavali Branch 9013";"BR09013";"Aurangabad";"IFSC09013"
9014;"Nagaon Branch 9014";"BR09014";"Thoothukudi";"IFSC09014"
9015;"Morbi Branch 9015";"BR09015";"Hospet";"IFSC09015"
9016;"Ahmedabad Branch 9016";"BR09016";"Jamshedpur";"IFSC09016"
9017;"Haridwar Branch 9017";"BR09017";"Ghaziabad";"IFSC09017"
9018;"Kochi Branch 9018";"BR09018";"Dewas";"IFSC09018"
9019;"Gaya Branch 9019";"BR09019";"Bardhaman";"IFSC09019"
9020;"Hospet Branch 9020";"BR09020";"Panvel";"IFSC09020"
9021;"Kozhikode Branch 9021";"BR09021";"Ghaziabad";"IFSC09021"
9022;"Anantapuram Branch 9022";"BR09022";"New Delhi";"IFSC09022"
9023;"Morbi Branch 9023";"BR09023";"Kadapa";"IFSC09023"
9024;"Hyderabad Branch 9024";"BR09024";"Mahbubnagar";"IFSC09024"
9025;"Aizawl Branch 9025";"BR09025";"Dehradun";"IFSC09025"
9026;"Katni Branch 9026";"BR09026";"Haldia";"IFSC09026"
9027;"Vijayanagaram Branch 9027";"BR09027";"Dehradun";"IFSC09027"
9028;"Bally Branch 9028";"BR09028";"Kavali";"IFSC09028"
9029;"Thrissur Branch 9029";"BR09029";"Gwalior";"IFSC09029"
9030;"Shimoga Branch 9030";"BR09030";"Hospet";"IFSC09030"
9031;"Guwahati Branch 9031";"BR09031";"Burhanpur";"IFSC09031"
9032;"Dehri Branch 9032";"BR09032";"Katni";"IFSC09032"
9033;"Sambalpur Branch 9033";"BR09033";"Noida";"IFSC09033"
9034;"Bhusawal Branch 9034";"BR09034";"Maheshtala";"IFSC09034"
9035;"Ramagundam Branch 9035";"BR09035";"Barasat";"IFSC09035"
9036;"Ludhiana Branch 9036";"BR09036";"Guntur";"IFSC09036"
9037;"Jalandhar Branch 9037";"BR09037";"Kolhapur";"IFSC09037"
9038;"Medininagar Branch 9038";"BR09038";"Panihati";"IFSC09038"
9039;"Burhanpur Branch 9039";"BR09039";"Karawal Nagar";"IFSC09039"
9040;"Hyderabad Branch 9040";"BR09040";"Dhule";"IFSC09040"
9041;"Morena Branch 9041";"BR09041";"Kochi";"IFSC09041"
9042;"Thoothukudi Branch 9042";"BR09042";"Jalna";"IFSC09042"
9043;"Solapur Branch 9043";"BR09043";"Chinsurah";"IFSC09043"
9044;"Sirsa Branch 9044";"BR09044";"Tenali";"IFSC09044"
9045;"Vijayawada Branch 9045";"BR09045";"Panvel";"IFSC09045"
9046;"Amroha Branch 9046";"BR09046";"Tirupati";"IFSC09046"
9047;"Shivpuri Branch 9047";"BR09047";"Guwahati";"IFSC09047"
9048;"Mango Branch 9048";"BR09048";"Phusro";"IFSC09048"
9049;"Thanjavur Branch 9049";"BR09049";"Chennai";"IFSC09049"
9050;"Kolhapur Branch 9050";"BR09050";"Dibrugarh";"IFSC09050"
9051;"Vadodara Branch 9051";"BR09051";"Bahraich";"IFSC09051"
9052;"Eluru Branch 9052";"BR09052";"Fatehpur";"IFSC09052"
9053;"Hajipur Branch 9053";"BR09053";"Dhule";"IFSC09053"
9054;"Khandwa Branch 9054";"BR09054";"Mahbubnagar";"IFSC09054"
9055;"Munger Branch 9055";"BR09055";"Muzaffarnagar";"IFSC09055"
9056;"Orai Branch 9056";"BR09056";"Jabalpur";"IFSC09056"
9057;"Sikar Branch 9057";"BR09057";"Karnal";"IFSC09057"
9058;"Aligarh Branch 9058";"BR09058";"Ambattur";"IFSC09058"
9059;"Ramgarh Branch 9059";"BR09059";"Ichalkaranji";"IFSC09059"
9060;"Bhalswa Jahangir Pur Branch 9060";"BR09060";"Cuttack";"IFSC09060"
9061;"Bhopal Branch 9061";"BR09061";"Khammam";"IFSC09061"
9062;"Sirsa Branch 9062";"BR09062";"Panchkula";"IFSC09062"
9063;"Gulbarga Branch 9063";"BR09063";"Rajahmundry";"IFSC09063"
9064;"Proddatur Branch 9064";"BR09064";"Kumbakonam";"IFSC09064"
9065;"Pudukkottai Branch 9065";"BR09065";"Sambalpur";"IFSC09065"
9066;"Sasaram Branch 9066";"BR09066";"Dibrugarh";"IFSC09066"
9067;"Junagadh Branch 9067";"BR09067";"Bidar";"IFSC09067"
9068;"Raurkela Industrial Township Branch 9068";"BR09068";"Amaravati";"IFSC09068"
9069;"Latur Branch 9069";"BR09069";"Siliguri";"IFSC09069"
9070;"Nizamabad Branch 9070";"BR09070";"Rewa";"IFSC09070"
9071;"Chapra Branch 9071";"BR09071";"Davanagere";"IFSC09071"
9072;"Amravati Branch 9072";"BR09072";"Vadodara";"IFSC09072"
9073;"Kolhapur Branch 9073";"BR09073";"Malegaon";"IFSC09073"
9074;"Bhubaneswar Branch 9074";"BR09074";"Rajpur Sonarpur";"IFSC09074"
9075;"Gopalpur Branch 9075";"BR09075";"Mau";"IFSC09075"
9076;"Korba Branch 9076";"BR09076";"Gandhidham";"IFSC09076"
9077;"Agra Branch 9077";"BR09077";"Anantapuram";"IFSC09077"
9078;"Maheshtala Branch 9078";"BR09078";"Sikar";"IFSC09078"
9079;"Jamnagar Branch 9079";"BR09079";"Nangloi Jat";"IFSC09079"
9080;"Coimbatore Branch 9080";"BR09080";"Nellore";"IFSC09080"
9081;"Panipat Branch 9081";"BR09081";"Bharatpur";"IFSC09081"
9082;"Bellary Branch 9082";"BR09082";"Guntakal";"IFSC09082"
9083;"Panchkula Branch 9083";"BR09083";"Srikakulam";"IFSC09083"
9084;"Salem Branch 9084";"BR09084";"Panvel";"IFSC09084"
9085;"Narasaraopet Branch 9085";"BR09085";"Imphal";"IFSC09085"
9086;"Saharanpur Branch 9086";"BR09086";"Tirunelveli";"IFSC09086"
9087;"Farrukhabad Branch 9087";"BR09087";"Bilaspur";"IFSC09087"
9088;"Aligarh Branch 9088";"BR09088";"Giridih";"IFSC09088"
9089;"Kalyan-Dombivli Branch 9089";"BR09089";"Bidar";"IFSC09089"
9090;"Berhampur Branch 9090";"BR09090";"Chennai";"IFSC09090"
9091;"Sikar Branch 9091";"BR09091";"Jamshedpur";"IFSC09091"
9092;"Firozabad Branch 9092";"BR09092";"Bidar";"IFSC09092"
9093;"Ozhukarai Branch 9093";"BR09093";"Loni";"IFSC09093"
9094;"Sagar Branch 9094";"BR09094";"Kota";"IFSC09094"
9095;"Phagwara Branch 9095";"BR09095";"Howrah";"IFSC09095"
9096;"Morbi Branch 9096";"BR09096";"Kadapa";"IFSC09096"
9097;"Agra Branch 9097";"BR09097";"Jalna";"IFSC09097"
9098;"Bidar Branch 9098";"BR09098";"Kakinada";"IFSC09098"
9099;"Kharagpur Branch 9099";"BR09099";"Agartala";"IFSC09099"
9100;"Jamnagar Branch 9100";"BR09100";"Ichalkaranji";"IFSC09100"
9101;"Aurangabad Branch 9101";"BR09101";"Agra";"IFSC09101"
9102;"Jaipur Branch 9102";"BR09102";"Rampur";"IFSC09102"
9103;"Kota Branch 9103";"BR09103";"Katihar";"IFSC09103"
9104;"Bettiah Branch 9104";"BR09104";"Bellary";"IFSC09104"
9105;"Bihar Sharif Branch 9105";"BR09105";"Amravati";"IFSC09105"
9106;"Alwar Branch 9106";"BR09106";"Jamalpur";"IFSC09106"
9107;"Ujjain Branch 9107";"BR09107";"Vadodara";"IFSC09107"
9108;"Thrissur Branch 9108";"BR09108";"Nanded";"IFSC09108"
9109;"Korba Branch 9109";"BR09109";"Akola";"IFSC09109"
9110;"Mirzapur Branch 9110";"BR09110";"Motihari";"IFSC09110"
9111;"Kadapa Branch 9111";"BR09111";"Karnal";"IFSC09111"
9112;"Bangalore Branch 9112";"BR09112";"Mysore";"IFSC09112"
9113;"Ahmedabad Branch 9113";"BR09113";"Nagercoil";"IFSC09113"
9114;"Jhansi Branch 9114";"BR09114";"Akola";"IFSC09114"
9115;"Jehanabad Branch 9115";"BR09115";"Karawal Nagar";"IFSC09115"
9116;"Sagar Branch 9116";"BR09116";"Jaunpur";"IFSC09116"
9117;"Kumbakonam Branch 9117";"BR09117";"Dewas";"IFSC09117"
9118;"Udupi Branch 9118";"BR09118";"Dehri";"IFSC09118"
9119;"Hazaribagh Branch 9119";"BR09119";"Dehri";"IFSC09119"
9120;"Solapur Branch 9120";"BR09120";"Saharsa";"IFSC09120"
9121;"Kolkata Branch 9121";"BR09121";"Bokaro";"IFSC09121"
9122;"Bikaner Branch 9122";"BR09122";"Dhanbad";"IFSC09122"
9123;"Katihar Branch 9123";"BR09123";"Bhilwara";"IFSC09123"
9124;"Naihati Branch 9124";"BR09124";"Buxar";"IFSC09124"
9125;"Malda Branch 9125";"BR09125";"Bulandshahr";"IFSC09125"
9126;"Kirari Suleman Nagar Branch 9126";"BR09126";"Khammam";"IFSC09126"
9127;"Ozhukarai Branch 9127";"BR09127";"Satna";"IFSC09127"
9128;"Ahmednagar Branch 9128";"BR09128";"Ujjain";"IFSC09128"
9129;"Mehsana Branch 9129";"BR09129";"Indore";"IFSC09129"
9130;"Berhampore Branch 9130";"BR09130";"Fatehpur";"IFSC09130"
9131;"Hubli–Dharwad Branch 9131";"BR09131";"Karimnagar";"IFSC09131"
9132;"Nizamabad Branch 9132";"BR09132";"Srinagar";"IFSC09132"
9133;"Bhiwani Branch 9133";"BR09133";"Raipur";"IFSC09133"
9134;"Guntakal Branch 9134";"BR09134";"Davanagere";"IFSC09134"
9135;"Srikakulam Branch 9135";"BR09135";"Bhalswa Jahangir Pur";"IFSC09135"
