"atm_id";"branch_id";"location";"city";"status"
3041;5468;"228
Prakash Chowk";"Pune";"Active"
3042;38164;"H.No. 38, Khatri Ganj";"Solapur";"Active"
3043;26265;"583, Dhawan Ganj";"Solapur";"Active"
3044;3683;"379, Bora Road";"Satara";"Active"
3045;4453;"734, Rao Circle";"Mumbai";"Inactive"
3046;45101;"84/589, Halder Road";"Aurangabad";"Active"
3047;26570;"H.No. 901, Kale Zila";"Kolhapur";"Inactive"
3048;12900;"243, Dalal Path";"Thane";"Inactive"
3049;42350;"H.No. 196
Modi Ganj";"Aurangabad";"Active"
3050;42646;"H.No. 621, Amble Zila";"Mumbai";"Active"
3051;45468;"39/266, Bansal Zila";"Nashik";"Active"
3052;22862;"652, Ben Chowk";"Ahmednagar";"Active"
3053;29797;"H.No. 452
Prasad Street";"Satara";"Active"
3054;20772;"63
Bandi Nagar";"Nashik";"Active"
3055;33515;"H.No. 900
Nanda Circle";"Nagpur";"Active"
3056;9458;"H.No. 01
Sheth Street";"Thane";"Active"
3057;33817;"25
Raj Marg";"Nagpur";"Active"
3058;26856;"96, Kaul Path";"Ahmednagar";"Active"
3059;17959;"59/219
Menon Nagar";"Nagpur";"Active"
3060;18802;"H.No. 09, Mistry Road";"Ahmednagar";"Active"
3061;48585;"H.No. 942, Dhingra";"Satara";"Active"
3062;13572;"30, Nadig";"Nashik";"Inactive"
3063;34510;"H.No. 951, Aurora Zila";"Nashik";"Active"
3064;26113;"100
Arya Road";"Nashik";"Inactive"
3065;6518;"12, Ravel";"Nashik";"Active"
3066;25992;"H.No. 060, Lanka Marg";"Aurangabad";"Active"
3067;3421;"H.No. 95, Bhattacharyya Path";"Mumbai";"Active"
3068;33806;"H.No. 711, Pant Path";"Aurangabad";"Active"
3069;36779;"09/92
Shan";"Satara";"Active"
3070;40187;"H.No. 507, Merchant";"Mumbai";"Active"
3071;14562;"06/44, Bumb Zila";"Nashik";"Active"
3072;36704;"62/34
Madan Circle";"Nagpur";"Inactive"
3073;7301;"43/088, Chaudry Circle";"Ahmednagar";"Inactive"
3074;39479;"59
Keer Street";"Kolhapur";"Active"
3075;38877;"31/37
Sankaran Zila";"Ahmednagar";"Inactive"
3076;22104;"03/670
Toor Nagar";"Nagpur";"Active"
3077;17639;"H.No. 550, Sahni Nagar";"Kolhapur";"Active"
3078;38898;"H.No. 138, Prabhakar Street";"Kolhapur";"Active"
3079;36977;"09, Bhandari Street";"Aurangabad";"Active"
3080;12505;"H.No. 898, Rau Road";"Satara";"Inactive"
3081;45884;"H.No. 46
Bhavsar Marg";"Aurangabad";"Inactive"
3082;22322;"33, Chaudhry Chowk";"Nagpur";"Inactive"
3083;38441;"544
Kunda Street";"Solapur";"Inactive"
3084;44016;"40/66
Agate Ganj";"Pune";"Active"
3085;25437;"159
Kara Chowk";"Solapur";"Active"
3086;2999;"33/87, Srinivas Marg";"Nagpur";"Active"
3087;7563;"44/52
Manda Path";"Solapur";"Inactive"
3088;41714;"H.No. 79, Narang Ganj";"Thane";"Active"
3089;22524;"79
Keer Ganj";"Thane";"Inactive"
3090;30417;"47/19, Pau Zila";"Nashik";"Inactive"
3091;49113;"H.No. 02, Dhillon Marg";"Ahmednagar";"Inactive"
3092;11134;"05/075
Thakkar Road";"Pune";"Active"
3093;48453;"16/93, Devan Road";"Solapur";"Inactive"
3094;1597;"H.No. 50
Ganesh Marg";"Mumbai";"Inactive"
3095;24212;"10, Mahal Marg";"Nagpur";"Active"
3096;37611;"H.No. 430
Narain Zila";"Pune";"Active"
3097;30386;"H.No. 076
Guha";"Nashik";"Inactive"
3098;7718;"65/21, Bala Path";"Kolhapur";"Inactive"
3099;42498;"005, Sankaran Ganj";"Kolhapur";"Active"
3100;2673;"359
Singhal Road";"Mumbai";"Active"
3101;3045;"08/080, Sinha Path";"Nagpur";"Inactive"
3102;41622;"800
Agate Road";"Aurangabad";"Active"
3103;6830;"69/27, Iyer Marg";"Satara";"Active"
3104;23638;"H.No. 236, Pandey Ganj";"Nagpur";"Inactive"
3105;26309;"H.No. 11, Pal Zila";"Satara";"Active"
3106;20789;"79/72
Parikh Street";"Kolhapur";"Active"
3107;34732;"45, Salvi Road";"Mumbai";"Inactive"
3108;11688;"96
Das Circle";"Satara";"Inactive"
3109;14178;"36/97, Sunder Circle";"Pune";"Inactive"
3110;10211;"H.No. 638
Baral";"Solapur";"Active"
3111;12616;"22
Garg Ganj";"Solapur";"Inactive"
3112;7516;"01/623
Natt Nagar";"Satara";"Inactive"
3113;11884;"49/25
Sinha Chowk";"Mumbai";"Inactive"
3114;26132;"44/435
Mutti Marg";"Thane";"Inactive"
3115;49280;"528
Sabharwal Circle";"Mumbai";"Inactive"
3116;14351;"145, Kannan Circle";"Thane";"Inactive"
3117;21843;"H.No. 89
Taneja Street";"Pune";"Inactive"
3118;20697;"H.No. 42, Butala Road";"Solapur";"Active"
3119;10179;"H.No. 540
Ramanathan";"Solapur";"Active"
3120;23722;"36/46
Pathak Zila";"Ahmednagar";"Inactive"
3121;21260;"H.No. 45
Lata Chowk";"Solapur";"Active"
3122;7774;"650
Mangat Nagar";"Mumbai";"Active"
3123;35983;"H.No. 847, Bhalla Nagar";"Thane";"Active"
3124;35100;"H.No. 027
Vora Chowk";"Aurangabad";"Active"
3125;19442;"H.No. 152
Goyal Marg";"Nashik";"Active"
3126;18200;"H.No. 133
Devan Marg";"Thane";"Active"
3127;44527;"H.No. 72, Srinivas Path";"Thane";"Inactive"
3128;1411;"438
Srinivas Marg";"Aurangabad";"Active"
3129;22335;"H.No. 713, Sankaran Nagar";"Nagpur";"Active"
3130;26207;"H.No. 53, Kapadia Chowk";"Satara";"Active"
3131;33954;"994, Balasubramanian Chowk";"Kolhapur";"Inactive"
3132;48630;"967, Dube Street";"Solapur";"Active"
3133;22364;"29/208, Devan Marg";"Mumbai";"Inactive"
3134;47212;"11/164, Chokshi";"Kolhapur";"Active"
3135;34990;"73/31
Mohanty Ganj";"Solapur";"Active"
3136;41743;"95/20
Rajan Path";"Nagpur";"Active"
3137;31896;"58/803, Baria";"Ahmednagar";"Active"
3138;38964;"H.No. 875
Pal Street";"Ahmednagar";"Inactive"
3139;43521;"49/66, Barman";"Thane";"Active"
3140;30377;"35
Nori Chowk";"Pune";"Inactive"
3141;25516;"55/971
Jayaraman";"Aurangabad";"Inactive"
3142;7647;"38/70, Butala Marg";"Aurangabad";"Inactive"
3143;13423;"20, Raghavan Street";"Aurangabad";"Active"
3144;9641;"650, Mitra Ganj";"Kolhapur";"Inactive"
3145;16666;"64
Narula Street";"Nagpur";"Inactive"
3146;30532;"58/49, Raju Street";"Nagpur";"Active"
3147;4841;"300, Dhar Chowk";"Mumbai";"Active"
3148;49017;"76
Ratta Marg";"Nashik";"Inactive"
3149;16871;"H.No. 473
Narain Circle";"Satara";"Inactive"
3150;46164;"H.No. 90
Sachar Path";"Nagpur";"Active"
3151;49137;"09/698
Balasubramanian";"Satara";"Active"
3152;23330;"42/50
Desai Street";"Satara";"Inactive"
3153;40935;"H.No. 30
Mutti Zila";"Solapur";"Inactive"
3154;499;"H.No. 17, Garg Nagar";"Mumbai";"Active"
3155;2212;"674, Bhargava Circle";"Thane";"Inactive"
3156;1397;"791, Rajan Marg";"Satara";"Active"
3157;24017;"16/61
Soni Ganj";"Aurangabad";"Inactive"
3158;4725;"12
Sant Road";"Aurangabad";"Active"
3159;2763;"02/74, Sur";"Solapur";"Active"
3160;45022;"72/98
Mandal Nagar";"Solapur";"Active"
3161;27776;"84
Taneja Road";"Nashik";"Inactive"
3162;14281;"72/53, Gill Nagar";"Nashik";"Active"
3163;6379;"86/51, Devi Path";"Nagpur";"Inactive"
3164;27151;"H.No. 63, Shere Zila";"Ahmednagar";"Inactive"
3165;17125;"549, Ghose Ganj";"Ahmednagar";"Inactive"
3166;31661;"71/89
Dhawan";"Kolhapur";"Active"
3167;6319;"717, Panchal Path";"Satara";"Active"
3168;44449;"74
Pathak Street";"Kolhapur";"Inactive"
3169;41620;"H.No. 72
Vala Path";"Mumbai";"Active"
3170;48851;"95, Chatterjee Chowk";"Aurangabad";"Active"
3171;16162;"57/883
Saini Nagar";"Nashik";"Active"
3172;17497;"679, Krishna Ganj";"Ahmednagar";"Inactive"
3173;43513;"H.No. 67, Ram Nagar";"Aurangabad";"Inactive"
3174;12352;"184, Bandi Marg";"Aurangabad";"Active"
3175;24290;"903, Virk Circle";"Solapur";"Active"
3176;47119;"98, Devi Marg";"Ahmednagar";"Inactive"
3177;12493;"91/98
Saxena Chowk";"Thane";"Inactive"
3178;49116;"39
Loke Path";"Satara";"Active"
3179;18439;"30/022, Kohli Path";"Ahmednagar";"Inactive"
3180;23161;"H.No. 404, Din";"Satara";"Active"
3181;45250;"708, Balan Chowk";"Aurangabad";"Inactive"
3182;14508;"49
Setty Chowk";"Thane";"Active"
3183;21123;"143, Munshi Chowk";"Kolhapur";"Inactive"
3184;47118;"37/088, Kaul Path";"Solapur";"Active"
3185;21248;"832, Vig Path";"Thane";"Active"
3186;25577;"H.No. 14, Bahri Circle";"Ahmednagar";"Active"
3187;40612;"48/715, Kapur Zila";"Aurangabad";"Active"
3188;43848;"H.No. 19
Gill Circle";"Mumbai";"Active"
3189;2930;"H.No. 687
Iyengar Nagar";"Mumbai";"Inactive"
3190;7123;"53/635
Saraf Nagar";"Mumbai";"Inactive"
3191;28717;"H.No. 91
Bandi Street";"Thane";"Inactive"
3192;30786;"04/32
Roy Circle";"Solapur";"Active"
3193;32979;"H.No. 91
Sule";"Kolhapur";"Inactive"
3194;3515;"26
Mohan Chowk";"Ahmednagar";"Active"
3195;28076;"043
Narain";"Nashik";"Active"
3196;9387;"49/085
Parikh Circle";"Ahmednagar";"Inactive"
3197;20373;"92, Ganesan Marg";"Satara";"Inactive"
3198;2676;"47/155, Mane Ganj";"Nagpur";"Inactive"
3199;24236;"H.No. 503
Ravi Marg";"Mumbai";"Active"
3200;15115;"H.No. 258, Bhat Nagar";"Mumbai";"Active"
3201;42247;"H.No. 287
Parsa Marg";"Nashik";"Active"
3202;4552;"H.No. 35, Roy Chowk";"Kolhapur";"Active"
3203;35044;"61/77, Soni Road";"Ahmednagar";"Inactive"
3204;48678;"03/389
Sinha Ganj";"Aurangabad";"Active"
3205;15085;"96
Samra";"Nagpur";"Active"
3206;10934;"659
Minhas Zila";"Kolhapur";"Inactive"
3207;33702;"22, Karnik Ganj";"Nashik";"Inactive"
3208;25517;"54/899, Ray Street";"Nagpur";"Active"
3209;45192;"H.No. 95
Ahuja Ganj";"Nagpur";"Active"
3210;15766;"17
Sengupta Street";"Aurangabad";"Inactive"
3211;9155;"16/292
Maharaj Nagar";"Mumbai";"Inactive"
3212;22436;"17/88
Dora Ganj";"Pune";"Inactive"
3213;15213;"H.No. 655, Sanghvi Zila";"Mumbai";"Active"
3214;39426;"52/24
Bhagat Road";"Mumbai";"Inactive"
3215;20749;"58/311, Bera Chowk";"Satara";"Active"
3216;9107;"H.No. 799
Sane";"Kolhapur";"Inactive"
3217;33019;"H.No. 989, Gaba Road";"Thane";"Active"
3218;6402;"43/778
Manda Road";"Solapur";"Inactive"
3219;45540;"H.No. 01
Bhargava Chowk";"Solapur";"Inactive"
3220;10456;"72
Pathak Road";"Pune";"Active"
3221;7807;"H.No. 422
Dhaliwal Nagar";"Pune";"Inactive"
3222;5501;"13/27
Purohit Zila";"Nashik";"Active"
3223;26335;"95/69
Pradhan Ganj";"Aurangabad";"Inactive"
3224;35039;"H.No. 76, Kalita Street";"Kolhapur";"Active"
3225;32761;"26/837, Soni Circle";"Nagpur";"Active"
3226;34669;"61/950, Parmer Zila";"Nashik";"Inactive"
3227;46405;"H.No. 79
Natt Street";"Satara";"Active"
3228;10667;"H.No. 84
Chander Marg";"Nagpur";"Inactive"
3229;9029;"H.No. 978, Behl Chowk";"Satara";"Inactive"
3230;5699;"H.No. 692
Krishna Path";"Thane";"Active"
3231;3922;"H.No. 02
Singhal Road";"Kolhapur";"Active"
3232;34816;"38/58, Gole Chowk";"Nagpur";"Inactive"
3233;17592;"16, Banerjee Road";"Pune";"Active"
3234;12977;"04/598, Sarkar Street";"Ahmednagar";"Active"
3235;963;"021
Dara Path";"Thane";"Active"
3236;28796;"361, Misra Zila";"Nagpur";"Active"
3237;40159;"61/644
Pandey Nagar";"Kolhapur";"Inactive"
3238;47299;"H.No. 656
Basak Nagar";"Satara";"Inactive"
3239;16109;"H.No. 713
Modi Nagar";"Ahmednagar";"Active"
3240;16710;"H.No. 30
Anand Road";"Pune";"Inactive"
3241;30098;"49
Baria Road";"Solapur";"Active"
3242;8914;"053
Bose Street";"Nashik";"Inactive"
3243;31200;"88
Palan Nagar";"Solapur";"Inactive"
3244;1502;"H.No. 77
Raju Road";"Aurangabad";"Inactive"
3245;11126;"H.No. 26
Dash Road";"Aurangabad";"Active"
3246;16921;"39, Morar";"Nashik";"Active"
3247;20977;"40/340
Zacharia Circle";"Mumbai";"Active"
3248;4905;"13/078, Kaul Circle";"Nagpur";"Active"
3249;49445;"55/554
Kuruvilla Circle";"Nagpur";"Active"
3250;28602;"H.No. 861
Dara Circle";"Ahmednagar";"Active"
3251;36469;"260
Kothari Chowk";"Kolhapur";"Active"
3252;30828;"80
Seth Circle";"Kolhapur";"Active"
3253;17947;"H.No. 99
Ganguly Chowk";"Kolhapur";"Inactive"
3254;6080;"414
Raghavan Marg";"Pune";"Inactive"
3255;30110;"74, Soman Zila";"Pune";"Active"
3256;25873;"131, Chana Road";"Kolhapur";"Active"
3257;48774;"07, Bahl Nagar";"Pune";"Inactive"
3258;39138;"51/85
Sundaram Path";"Nagpur";"Active"
3259;27773;"14/770
Bains Marg";"Ahmednagar";"Active"
3260;11451;"36/621, Bail Marg";"Mumbai";"Active"
3261;20486;"H.No. 340
Kanda Zila";"Kolhapur";"Active"
3262;39156;"76/93, Yadav";"Nashik";"Active"
3263;21150;"00/851, Dubey Nagar";"Pune";"Inactive"
3264;48286;"H.No. 866, Kata Marg";"Satara";"Active"
3265;1249;"49, Lata Chowk";"Mumbai";"Active"
3266;34665;"26/629
Seth Street";"Mumbai";"Active"
3267;21132;"886
Ratta Zila";"Pune";"Inactive"
3268;12140;"95
Sengupta";"Nashik";"Inactive"
3269;27851;"577, More Road";"Thane";"Active"
3270;531;"73/07, Pal Circle";"Kolhapur";"Active"
3271;45256;"83/039
Sur Path";"Thane";"Active"
3272;14551;"547
Bala Zila";"Thane";"Active"
3273;33304;"H.No. 84
Iyengar Road";"Pune";"Active"
3274;49649;"H.No. 421
Narayanan";"Kolhapur";"Active"
3275;30240;"32/75, Thakur Chowk";"Nagpur";"Active"
3276;3915;"464
Suri Path";"Ahmednagar";"Inactive"
3277;30128;"55, Batra Path";"Mumbai";"Inactive"
3278;29065;"H.No. 200, Grewal Zila";"Mumbai";"Inactive"
3279;35578;"22, Kaul Path";"Mumbai";"Active"
3280;6332;"86/44
Sandhu Circle";"Ahmednagar";"Inactive"
3281;38718;"24/171, Srinivasan Path";"Pune";"Active"
3282;10686;"346, Suresh Ganj";"Thane";"Inactive"
3283;11362;"H.No. 251, Pal Road";"Nashik";"Active"
3284;16568;"H.No. 63
Chadha Zila";"Ahmednagar";"Inactive"
3285;5772;"24/81
Sachdev Road";"Nashik";"Inactive"
3286;40805;"50/857, Lanka Chowk";"Nagpur";"Inactive"
3287;5126;"31
Mangat Marg";"Pune";"Inactive"
3288;31908;"H.No. 13, Ramanathan Chowk";"Mumbai";"Active"
3289;13834;"90/23
Mishra Path";"Pune";"Inactive"
3290;36428;"561, Murty Marg";"Kolhapur";"Active"
3291;23575;"H.No. 53
Chakrabarti Chowk";"Satara";"Active"
3292;22146;"84, Krishnamurthy Ganj";"Ahmednagar";"Inactive"
3293;34239;"414, Mitra Path";"Pune";"Inactive"
3294;37195;"H.No. 15, Dash Chowk";"Ahmednagar";"Active"
3295;40996;"75, Sawhney Chowk";"Satara";"Active"
3296;8691;"18/30
Grover Marg";"Kolhapur";"Active"
3297;27063;"173
Saran Street";"Nashik";"Active"
3298;44714;"716
Rajagopal Chowk";"Thane";"Inactive"
3299;36627;"H.No. 295, Khare Chowk";"Pune";"Active"
3300;2082;"83/261, Palan Marg";"Nashik";"Inactive"
3301;33088;"H.No. 51
Bains Chowk";"Mumbai";"Active"
3302;31162;"H.No. 84, Rama Circle";"Solapur";"Active"
3303;7543;"H.No. 91
Dara Street";"Thane";"Active"
3304;35364;"H.No. 62, Hayer Circle";"Nashik";"Inactive"
3305;27181;"342
Natarajan Chowk";"Satara";"Active"
3306;49805;"95/507
Kumer Ganj";"Mumbai";"Active"
3307;49259;"H.No. 995, Din";"Nashik";"Inactive"
3308;726;"44/45
Nagi Chowk";"Nashik";"Active"
3309;16082;"43/86, Natarajan Street";"Nagpur";"Inactive"
3310;45146;"H.No. 25, Pant Marg";"Kolhapur";"Inactive"
3311;39653;"53/394
Rastogi Path";"Nagpur";"Active"
3312;35708;"H.No. 21
Grover Street";"Solapur";"Inactive"
3313;1708;"90
Butala Road";"Aurangabad";"Inactive"
3314;7405;"704
Arya Street";"Solapur";"Active"
3315;38311;"H.No. 22
Tank Marg";"Pune";"Active"
3316;23126;"66
Jhaveri Marg";"Thane";"Inactive"
3317;41096;"52/029
Shukla Marg";"Thane";"Inactive"
3318;41619;"20
Dutta Path";"Thane";"Inactive"
3319;6869;"76/72, Chand Zila";"Mumbai";"Active"
3320;40805;"46/57
Kunda Road";"Aurangabad";"Active"
3321;35666;"46/22, Sidhu Path";"Pune";"Inactive"
3322;36569;"H.No. 666, Sha Zila";"Pune";"Active"
3323;9732;"60/69, Sahota Circle";"Pune";"Inactive"
3324;13929;"H.No. 074
Garg Marg";"Solapur";"Active"
3325;7044;"90/27
Venkatesh Path";"Nashik";"Inactive"
3326;48597;"960, Kurian";"Pune";"Active"
3327;39326;"485
Gokhale Chowk";"Mumbai";"Active"
3328;46680;"75
Ramaswamy Path";"Nashik";"Active"
3329;1166;"67/73, Madan";"Aurangabad";"Active"
3330;25915;"29
Dutta Zila";"Ahmednagar";"Inactive"
3331;42071;"27/58
Baral Marg";"Ahmednagar";"Active"
3332;40889;"36/57
Konda Path";"Thane";"Inactive"
3333;26077;"555
Shroff Zila";"Solapur";"Inactive"
3334;30031;"75/917
Kala Circle";"Aurangabad";"Active"
3335;24647;"06/15, Oza Ganj";"Solapur";"Active"
3336;28958;"H.No. 24, Puri Zila";"Kolhapur";"Inactive"
3337;10357;"60, Koshy Path";"Aurangabad";"Inactive"
3338;49214;"04, Raghavan Chowk";"Kolhapur";"Inactive"
3339;420;"07/137
Varghese Zila";"Mumbai";"Active"
3340;31916;"H.No. 40, Wable";"Pune";"Inactive"
3341;36381;"13/457
Jha Street";"Kolhapur";"Inactive"
3342;41610;"H.No. 204
Peri Street";"Satara";"Inactive"
3343;45463;"08/695, Shukla Chowk";"Ahmednagar";"Inactive"
3344;38399;"H.No. 32, Verma Chowk";"Nashik";"Active"
3345;8343;"37/33
Sane Path";"Thane";"Active"
3346;8901;"H.No. 616, Yohannan Ganj";"Satara";"Inactive"
3347;37102;"97/647, Memon Circle";"Ahmednagar";"Active"
3348;4504;"H.No. 284, Sanghvi Circle";"Pune";"Active"
3349;7011;"40
Sawhney Nagar";"Nashik";"Inactive"
3350;33190;"H.No. 757, Raju Chowk";"Mumbai";"Active"
3351;15257;"79, Dhar Ganj";"Nagpur";"Inactive"
3352;28578;"162
Bassi";"Kolhapur";"Active"
3353;33069;"H.No. 201, Guha Ganj";"Thane";"Inactive"
3354;46332;"42/127, Rama Zila";"Nashik";"Inactive"
3355;49191;"35/345
Shanker Marg";"Nashik";"Active"
3356;41641;"09/74, Lad Path";"Ahmednagar";"Active"
3357;47401;"H.No. 775, Walla Nagar";"Mumbai";"Active"
3358;20814;"H.No. 65
Dara Path";"Solapur";"Active"
3359;32610;"11/531, Tandon Nagar";"Ahmednagar";"Inactive"
3360;14193;"77/97, Jayaraman Path";"Aurangabad";"Active"
3361;42288;"73/27
Bansal Nagar";"Pune";"Active"
3362;34780;"14/097
Karpe Zila";"Kolhapur";"Active"
3363;21082;"01/275, Gour Circle";"Kolhapur";"Active"
3364;30063;"22/470, Chauhan Marg";"Ahmednagar";"Active"
3365;2943;"H.No. 788
Chakraborty Chowk";"Pune";"Inactive"
3366;49227;"214
Butala";"Mumbai";"Inactive"
3367;25146;"H.No. 275
Tella Zila";"Nagpur";"Inactive"
3368;38215;"56, Sidhu Road";"Ahmednagar";"Active"
3369;10359;"64/60, Ghosh Road";"Ahmednagar";"Active"
3370;41174;"H.No. 057, Kale Street";"Solapur";"Active"
3371;13711;"26/90
Sodhi Path";"Mumbai";"Inactive"
3372;48582;"H.No. 581
Sandhu Ganj";"Nagpur";"Inactive"
3373;49081;"568, Loyal";"Ahmednagar";"Active"
3374;25117;"68/203
Warrior Circle";"Aurangabad";"Inactive"
3375;30012;"729
Sane Zila";"Solapur";"Inactive"
3376;5379;"H.No. 48
Goswami Marg";"Aurangabad";"Active"
3377;36560;"75/348, Singhal Marg";"Satara";"Inactive"
3378;23743;"H.No. 826
Roy Street";"Pune";"Active"
3379;6653;"H.No. 18, Saini Path";"Thane";"Inactive"
3380;40815;"70, Butala Ganj";"Thane";"Active"
3381;27041;"H.No. 487, Trivedi Zila";"Nagpur";"Inactive"
3382;32091;"53/932
Doshi Road";"Aurangabad";"Inactive"
3383;43988;"33, Srivastava Road";"Ahmednagar";"Active"
3384;30746;"72/897, Bera";"Aurangabad";"Active"
3385;39188;"H.No. 75, Krishnan";"Kolhapur";"Inactive"
3386;37124;"29, Palla Chowk";"Mumbai";"Inactive"
3387;36167;"21
Sarraf Path";"Thane";"Active"
3388;1575;"H.No. 990
Lanka Street";"Aurangabad";"Active"
3389;28459;"19/151
Das Marg";"Solapur";"Active"
3390;23223;"22
Vaidya Path";"Ahmednagar";"Active"
3391;18645;"57/968, Balasubramanian";"Ahmednagar";"Inactive"
3392;20528;"79/69, Chawla";"Pune";"Inactive"
3393;35;"87/964, Gola Street";"Nashik";"Inactive"
3394;39179;"73/61, Ranganathan Street";"Ahmednagar";"Inactive"
3395;25992;"H.No. 328, Bandi Marg";"Kolhapur";"Inactive"
3396;13910;"21/26, Varghese Marg";"Mumbai";"Inactive"
3397;30868;"H.No. 90, Ray Street";"Mumbai";"Inactive"
3398;9991;"H.No. 32
Shetty Road";"Aurangabad";"Active"
3399;32677;"H.No. 67
Amble Chowk";"Mumbai";"Inactive"
3400;22300;"42/474
Naik Marg";"Kolhapur";"Inactive"
3401;24468;"32/899
Chana Nagar";"Satara";"Active"
3402;34132;"915
Vasa Zila";"Aurangabad";"Active"
3403;34690;"822, Seshadri Chowk";"Aurangabad";"Inactive"
3404;7074;"52/404
Chaudhry Ganj";"Solapur";"Inactive"
3405;28936;"70
Parmar Road";"Kolhapur";"Active"
3406;34859;"H.No. 066
Sehgal";"Satara";"Inactive"
3407;47296;"H.No. 575
Kara";"Ahmednagar";"Inactive"
3408;10699;"H.No. 26, Dhillon Marg";"Satara";"Active"
3409;3457;"H.No. 027
Mand Circle";"Mumbai";"Active"
3410;10003;"25, Dalal Road";"Satara";"Inactive"
3411;4173;"H.No. 01
Prashad Ganj";"Pune";"Active"
3412;19565;"12
Gala Ganj";"Nashik";"Inactive"
3413;21075;"H.No. 030, Vasa Ganj";"Nagpur";"Inactive"
3414;24960;"H.No. 65, Aurora Chowk";"Satara";"Active"
3415;9374;"111
Balay Path";"Ahmednagar";"Active"
3416;20632;"950, Ganesh Chowk";"Pune";"Inactive"
3417;23352;"085
Singhal Nagar";"Pune";"Active"
3418;30720;"44, Bhalla Marg";"Solapur";"Inactive"
3419;29514;"40/64, Goswami Chowk";"Mumbai";"Inactive"
3420;26937;"H.No. 175
Varghese Circle";"Thane";"Inactive"
3421;11788;"159, Barad Street";"Satara";"Active"
3422;42134;"86
Pall Nagar";"Nagpur";"Inactive"
3423;2188;"89/447
Nair Marg";"Kolhapur";"Active"
3424;25853;"H.No. 77
Sule Marg";"Ahmednagar";"Active"
3425;25268;"60, Agarwal Nagar";"Thane";"Inactive"
3426;35374;"H.No. 18, Chowdhury Chowk";"Satara";"Active"
3427;8232;"90, Parmer Ganj";"Thane";"Inactive"
3428;4449;"31/616, Rama Nagar";"Nagpur";"Active"
3429;7796;"195
Barman";"Satara";"Active"
3430;24448;"911
Bajaj Nagar";"Ahmednagar";"Inactive"
3431;31370;"62/20
Nadig Zila";"Nashik";"Inactive"
3432;24795;"673, Munshi";"Solapur";"Inactive"
3433;45401;"H.No. 90
Modi Road";"Solapur";"Inactive"
3434;18889;"95
Chawla Ganj";"Thane";"Inactive"
3435;21840;"686, Nagar Chowk";"Thane";"Active"
3436;33764;"H.No. 434, Panchal Circle";"Ahmednagar";"Active"
3437;29912;"H.No. 915, Gera Ganj";"Nagpur";"Active"
3438;8409;"H.No. 29
Kibe Path";"Solapur";"Inactive"
3439;28078;"H.No. 89
Shenoy Circle";"Pune";"Inactive"
3440;4169;"H.No. 53
Kurian Nagar";"Aurangabad";"Inactive"
3441;9565;"98/68
Yadav Chowk";"Mumbai";"Inactive"
3442;40743;"16, Savant Marg";"Solapur";"Inactive"
3443;13126;"99/063, Datta Street";"Thane";"Active"
3444;36813;"H.No. 48
Dalal Path";"Satara";"Inactive"
3445;12744;"83/76
Chanda";"Aurangabad";"Active"
3446;33782;"H.No. 25, Dara";"Nashik";"Active"
3447;31132;"H.No. 588, Agarwal Chowk";"Solapur";"Active"
3448;22473;"088
Khurana Street";"Nagpur";"Active"
3449;2375;"H.No. 37, Bhandari Road";"Satara";"Active"
3450;11244;"78
Parmer Nagar";"Thane";"Inactive"
3451;25169;"81/976, Bail Chowk";"Thane";"Inactive"
3452;10460;"H.No. 432
Singhal Street";"Pune";"Inactive"
3453;41287;"H.No. 622
Chopra Road";"Aurangabad";"Inactive"
3454;39105;"07/21, Shah Marg";"Ahmednagar";"Inactive"
3455;20875;"H.No. 78, Jain";"Nashik";"Active"
3456;46718;"H.No. 56, Solanki Nagar";"Aurangabad";"Inactive"
3457;10607;"H.No. 157, Kaur Ganj";"Mumbai";"Active"
3458;7084;"82
Rattan";"Satara";"Active"
3459;48386;"733, Seshadri Chowk";"Aurangabad";"Inactive"
3460;37784;"05/19, Lad Nagar";"Nagpur";"Active"
3461;3554;"50, Sachdeva Nagar";"Pune";"Active"
3462;42514;"H.No. 46, Zacharia Road";"Solapur";"Active"
3463;15258;"618, Manne Nagar";"Nashik";"Active"
3464;4025;"73, Kalla Circle";"Nashik";"Inactive"
3465;6063;"H.No. 047
Barad Road";"Kolhapur";"Inactive"
3466;39541;"H.No. 633, Agarwal Street";"Solapur";"Inactive"
3467;30817;"43, Konda Street";"Satara";"Inactive"
3468;42313;"551, Chanda Ganj";"Thane";"Inactive"
3469;33941;"91
Pingle Ganj";"Mumbai";"Inactive"
3470;23336;"617
Johal Marg";"Aurangabad";"Active"
3471;43120;"34/900, Saran Marg";"Nagpur";"Inactive"
3472;18184;"03/522, Date Circle";"Pune";"Active"
3473;21725;"H.No. 253
Parmar Path";"Aurangabad";"Inactive"
3474;45290;"H.No. 885
Bala Marg";"Kolhapur";"Inactive"
3475;7272;"15/441
Behl";"Mumbai";"Active"
3476;21480;"H.No. 22, Dixit Road";"Ahmednagar";"Active"
3477;39968;"40/032, Sane Chowk";"Nagpur";"Inactive"
3478;1503;"40/39
Gulati Marg";"Satara";"Inactive"
3479;20290;"777
Buch Zila";"Nagpur";"Active"
3480;14333;"41/15
Zachariah Zila";"Solapur";"Active"
3481;22745;"32, Ahuja Chowk";"Kolhapur";"Active"
3482;8594;"23
Bhatnagar Nagar";"Nagpur";"Active"
3483;47721;"18/461, Ray Road";"Pune";"Inactive"
